sexo,provincia,comunidad,tasa,año,media,trimestre
hombres,santa cruz de tenerife,canarias,paro,2011,26.18,primero
hombres,santa cruz de tenerife,canarias,paro,2011,28.23,segundo
hombres,santa cruz de tenerife,canarias,paro,2011,27.61,tercero
hombres,santa cruz de tenerife,canarias,paro,2011,29.33,cuarto
mujeres,caceres,extremadura,actividad,2011,41.89,segundo
mujeres,caceres,extremadura,actividad,2011,43.08,primero
hombres,teruel,aragon,paro,2011,12.92,primero
hombres,teruel,aragon,paro,2011,13.22,segundo
hombres,guipuzcoa,pais vasco,empleo,2011,60.35,segundo
mujeres,huesca,aragon,paro,2011,15.98,segundo
hombres,guipuzcoa,pais vasco,empleo,2011,61.7,tercero
hombres,cadiz,andalucia,empleo,2011,44.39,cuarto
mujeres,caceres,extremadura,paro,2011,22.91,primero
hombres,rioja,la rioja,paro,2011,16.87,tercero
hombres,rioja,la rioja,paro,2011,16.94,segundo
hombres,rioja,la rioja,paro,2011,15.32,primero
hombres,almeria,andalucia,actividad,2011,72.33,tercero
hombres,almeria,andalucia,actividad,2011,70.21,cuarto
mujeres,almeria,andalucia,empleo,2011,39.28,primero
hombres,teruel,aragon,actividad,2011,61.17,primero
hombres,rioja,la rioja,paro,2011,17.48,cuarto
hombres,teruel,aragon,actividad,2011,60.98,segundo
hombres,teruel,aragon,actividad,2011,61.75,cuarto
mujeres,almeria,andalucia,empleo,2011,34.43,segundo
mujeres,almeria,andalucia,empleo,2011,35.54,tercero
mujeres,almeria,andalucia,empleo,2011,39.21,cuarto
hombres,huesca,aragon,paro,2011,11.34,primero
hombres,huesca,aragon,paro,2011,13.55,segundo
hombres,huesca,aragon,paro,2011,9.77,tercero
hombres,huesca,aragon,paro,2011,12.95,cuarto
hombres,teruel,aragon,actividad,2011,60.34,tercero
mujeres,ciudad real,castilla la mancha,actividad,2011,46.72,cuarto
mujeres,ciudad real,castilla la mancha,actividad,2011,44.48,tercero
mujeres,ciudad real,castilla la mancha,actividad,2011,45.51,segundo
hombres,cadiz,andalucia,empleo,2011,47.18,tercero
hombres,cadiz,andalucia,empleo,2011,46.2,segundo
mujeres,palencia,castilla y leon,actividad,2011,48.0,cuarto
mujeres,palencia,castilla y leon,actividad,2011,46.43,tercero
mujeres,palencia,castilla y leon,actividad,2011,46.54,segundo
mujeres,palencia,castilla y leon,actividad,2011,48.74,primero
hombres,cuenca,castilla la mancha,empleo,2011,50.11,primero
hombres,cuenca,castilla la mancha,empleo,2011,50.37,segundo
mujeres,sevilla,andalucia,paro,2011,28.31,primero
mujeres,sevilla,andalucia,paro,2011,27.83,segundo
mujeres,sevilla,andalucia,paro,2011,30.0,tercero
hombres,guadalajara,castilla la mancha,paro,2011,19.25,cuarto
hombres,guadalajara,castilla la mancha,paro,2011,18.12,tercero
hombres,guadalajara,castilla la mancha,paro,2011,19.08,segundo
hombres,guadalajara,castilla la mancha,paro,2011,18.11,primero
mujeres,sevilla,andalucia,paro,2011,29.3,cuarto
hombres,cuenca,castilla la mancha,empleo,2011,48.88,tercero
hombres,cuenca,castilla la mancha,empleo,2011,49.29,cuarto
mujeres,ciudad real,castilla la mancha,actividad,2011,44.25,primero
hombres,guipuzcoa,pais vasco,empleo,2011,60.12,cuarto
mujeres,zamora,castilla y leon,actividad,2011,37.21,cuarto
mujeres,alicante,comunidad valenciana,empleo,2011,37.82,cuarto
mujeres,alicante,comunidad valenciana,empleo,2011,39.81,segundo
mujeres,segovia,castilla y leon,actividad,2011,49.73,segundo
mujeres,segovia,castilla y leon,actividad,2011,48.51,tercero
mujeres,segovia,castilla y leon,actividad,2011,49.6,cuarto
mujeres,castellon,comunidad valenciana,actividad,2011,52.47,segundo
mujeres,castellon,comunidad valenciana,actividad,2011,53.01,primero
mujeres,burgos,castilla y leon,paro,2011,14.91,segundo
mujeres,burgos,castilla y leon,paro,2011,18.82,primero
mujeres,gerona,cataluña,empleo,2011,44.55,cuarto
hombres,vizcaya,pais vasco,paro,2011,14.65,cuarto
hombres,soria,castilla y leon,empleo,2011,56.52,primero
hombres,soria,castilla y leon,empleo,2011,59.86,tercero
hombres,soria,castilla y leon,empleo,2011,57.55,cuarto
mujeres,gerona,cataluña,empleo,2011,49.02,tercero
mujeres,gerona,cataluña,empleo,2011,47.37,segundo
hombres,guipuzcoa,pais vasco,paro,2011,8.24,primero
hombres,guipuzcoa,pais vasco,paro,2011,7.46,segundo
hombres,guipuzcoa,pais vasco,paro,2011,7.72,tercero
hombres,guipuzcoa,pais vasco,paro,2011,9.25,cuarto
hombres,soria,castilla y leon,empleo,2011,58.89,segundo
hombres,vizcaya,pais vasco,paro,2011,15.39,tercero
mujeres,castellon,comunidad valenciana,actividad,2011,52.12,tercero
mujeres,castellon,comunidad valenciana,actividad,2011,52.69,cuarto
mujeres,las palmas,canarias,paro,2011,32.9,cuarto
mujeres,las palmas,canarias,paro,2011,32.09,tercero
mujeres,las palmas,canarias,paro,2011,32.99,segundo
mujeres,las palmas,canarias,paro,2011,29.32,primero
hombres,salamanca,castilla y leon,paro,2011,14.91,tercero
hombres,salamanca,castilla y leon,paro,2011,16.89,segundo
hombres,salamanca,castilla y leon,paro,2011,14.74,primero
mujeres,granada,andalucia,actividad,2011,49.32,primero
mujeres,granada,andalucia,actividad,2011,49.04,segundo
hombres,asturias,asturias,paro,2011,17.66,primero
mujeres,pontevedra,galicia,actividad,2011,49.05,primero
mujeres,pontevedra,galicia,actividad,2011,49.86,segundo
mujeres,pontevedra,galicia,actividad,2011,50.16,tercero
mujeres,pontevedra,galicia,actividad,2011,49.55,cuarto
mujeres,granada,andalucia,actividad,2011,49.37,tercero
mujeres,granada,andalucia,actividad,2011,48.05,cuarto
mujeres,burgos,castilla y leon,paro,2011,16.64,cuarto
mujeres,burgos,castilla y leon,paro,2011,12.49,tercero
mujeres,segovia,castilla y leon,actividad,2011,48.78,primero
hombres,cantabria,cantabria,actividad,2011,64.41,cuarto
hombres,salamanca,castilla y leon,paro,2011,14.73,cuarto
hombres,cantabria,cantabria,actividad,2011,65.15,tercero
hombres,cantabria,cantabria,actividad,2011,63.7,primero
hombres,soria,castilla y leon,paro,2011,10.9,segundo
hombres,soria,castilla y leon,paro,2011,12.31,primero
mujeres,santa cruz de tenerife,canarias,empleo,2011,40.84,primero
hombres,huesca,aragon,actividad,2011,67.17,primero
hombres,huesca,aragon,actividad,2011,69.05,segundo
hombres,madrid,madrid,paro,2011,18.5,cuarto
hombres,madrid,madrid,paro,2011,16.06,tercero
hombres,madrid,madrid,paro,2011,16.34,segundo
mujeres,almeria,andalucia,paro,2011,32.7,primero
hombres,madrid,madrid,paro,2011,14.68,primero
hombres,huesca,aragon,actividad,2011,68.49,cuarto
mujeres,zamora,castilla y leon,empleo,2011,29.88,cuarto
mujeres,zamora,castilla y leon,empleo,2011,31.8,tercero
mujeres,zamora,castilla y leon,empleo,2011,30.09,segundo
mujeres,zamora,castilla y leon,empleo,2011,30.35,primero
hombres,barcelona,cataluña,actividad,2011,71.22,tercero
mujeres,asturias,asturias,empleo,2011,37.27,primero
mujeres,asturias,asturias,empleo,2011,39.04,segundo
hombres,huesca,aragon,actividad,2011,69.53,tercero
mujeres,almeria,andalucia,paro,2011,38.42,segundo
mujeres,almeria,andalucia,paro,2011,37.3,tercero
mujeres,almeria,andalucia,paro,2011,32.31,cuarto
mujeres,gerona,cataluña,empleo,2011,45.53,primero
mujeres,asturias,asturias,empleo,2011,37.76,cuarto
mujeres,santa cruz de tenerife,canarias,empleo,2011,39.94,cuarto
mujeres,santa cruz de tenerife,canarias,empleo,2011,41.45,tercero
hombres,salamanca,castilla y leon,empleo,2011,50.44,cuarto
hombres,salamanca,castilla y leon,empleo,2011,53.02,tercero
hombres,salamanca,castilla y leon,empleo,2011,50.67,segundo
hombres,salamanca,castilla y leon,empleo,2011,48.96,primero
mujeres,huelva,andalucia,paro,2011,35.59,primero
mujeres,huelva,andalucia,paro,2011,24.78,segundo
mujeres,huelva,andalucia,paro,2011,31.63,tercero
mujeres,huelva,andalucia,paro,2011,37.5,cuarto
mujeres,las palmas,canarias,empleo,2011,37.99,cuarto
mujeres,las palmas,canarias,empleo,2011,38.31,tercero
mujeres,las palmas,canarias,empleo,2011,38.9,segundo
mujeres,las palmas,canarias,empleo,2011,39.92,primero
mujeres,santa cruz de tenerife,canarias,empleo,2011,42.99,segundo
hombres,soria,castilla y leon,paro,2011,11.13,cuarto
hombres,soria,castilla y leon,paro,2011,9.11,tercero
hombres,cantabria,cantabria,actividad,2011,63.91,segundo
mujeres,alicante,comunidad valenciana,empleo,2011,37.58,tercero
hombres,avila,castilla y leon,actividad,2011,60.57,primero
mujeres,avila,castilla y leon,actividad,2011,44.52,cuarto
hombres,malaga,andalucia,paro,2011,32.0,cuarto
hombres,salamanca,castilla y leon,actividad,2011,59.15,cuarto
hombres,salamanca,castilla y leon,actividad,2011,62.31,tercero
hombres,salamanca,castilla y leon,actividad,2011,60.96,segundo
hombres,salamanca,castilla y leon,actividad,2011,57.43,primero
hombres,malaga,andalucia,paro,2011,29.33,tercero
mujeres,las palmas,canarias,actividad,2011,56.62,cuarto
mujeres,las palmas,canarias,actividad,2011,56.42,tercero
mujeres,cantabria,cantabria,empleo,2011,40.51,primero
mujeres,las palmas,canarias,actividad,2011,58.05,segundo
hombres,malaga,andalucia,paro,2011,29.35,segundo
hombres,malaga,andalucia,paro,2011,31.17,primero
mujeres,castellon,comunidad valenciana,empleo,2011,39.11,primero
mujeres,castellon,comunidad valenciana,empleo,2011,38.68,segundo
mujeres,castellon,comunidad valenciana,empleo,2011,38.56,tercero
mujeres,castellon,comunidad valenciana,empleo,2011,39.61,cuarto
mujeres,zamora,castilla y leon,paro,2011,19.85,tercero
mujeres,zamora,castilla y leon,paro,2011,20.27,segundo
mujeres,las palmas,canarias,actividad,2011,56.48,primero
mujeres,cuenca,castilla la mancha,actividad,2011,51.92,cuarto
mujeres,cuenca,castilla la mancha,actividad,2011,42.95,tercero
mujeres,cuenca,castilla la mancha,actividad,2011,45.18,segundo
mujeres,alicante,comunidad valenciana,empleo,2011,39.01,primero
hombres,malaga,andalucia,empleo,2011,45.3,cuarto
mujeres,huelva,andalucia,actividad,2011,51.87,segundo
mujeres,huelva,andalucia,actividad,2011,52.67,primero
mujeres,segovia,castilla y leon,empleo,2011,41.09,primero
mujeres,segovia,castilla y leon,empleo,2011,42.56,segundo
mujeres,segovia,castilla y leon,empleo,2011,40.96,tercero
mujeres,segovia,castilla y leon,empleo,2011,40.38,cuarto
hombres,tarragona,cataluña,paro,2011,20.43,primero
hombres,tarragona,cataluña,paro,2011,17.98,segundo
hombres,tarragona,cataluña,paro,2011,19.91,tercero
hombres,tarragona,cataluña,paro,2011,21.94,cuarto
hombres,barcelona,cataluña,actividad,2011,71.7,primero
hombres,barcelona,cataluña,actividad,2011,70.76,segundo
mujeres,avila,castilla y leon,paro,2011,28.6,primero
mujeres,avila,castilla y leon,paro,2011,23.61,segundo
mujeres,avila,castilla y leon,paro,2011,24.77,tercero
mujeres,avila,castilla y leon,paro,2011,24.41,cuarto
mujeres,cuenca,castilla la mancha,actividad,2011,44.17,primero
hombres,albacete,castilla la mancha,paro,2011,24.45,tercero
hombres,avila,castilla y leon,actividad,2011,62.34,segundo
hombres,albacete,castilla la mancha,paro,2011,21.66,segundo
mujeres,zamora,castilla y leon,paro,2011,24.54,primero
hombres,tarragona,cataluña,actividad,2011,70.75,tercero
hombres,tarragona,cataluña,actividad,2011,70.57,cuarto
mujeres,almeria,andalucia,actividad,2011,57.93,cuarto
mujeres,almeria,andalucia,actividad,2011,56.69,tercero
mujeres,almeria,andalucia,actividad,2011,55.91,segundo
mujeres,almeria,andalucia,actividad,2011,58.37,primero
hombres,santa cruz de tenerife,canarias,actividad,2011,69.28,segundo
hombres,asturias,asturias,paro,2011,17.83,tercero
hombres,tarragona,cataluña,actividad,2011,69.8,segundo
hombres,asturias,asturias,paro,2011,17.81,segundo
hombres,vizcaya,pais vasco,paro,2011,13.4,primero
hombres,vizcaya,pais vasco,paro,2011,14.22,segundo
hombres,santa cruz de tenerife,canarias,actividad,2011,68.97,cuarto
mujeres,avila,castilla y leon,actividad,2011,42.93,primero
mujeres,avila,castilla y leon,actividad,2011,43.75,segundo
hombres,avila,castilla y leon,actividad,2011,61.85,cuarto
hombres,avila,castilla y leon,actividad,2011,64.15,tercero
mujeres,avila,castilla y leon,actividad,2011,44.47,tercero
hombres,santa cruz de tenerife,canarias,actividad,2011,69.22,tercero
hombres,tarragona,cataluña,actividad,2011,70.67,primero
hombres,santa cruz de tenerife,canarias,actividad,2011,69.01,primero
mujeres,gerona,cataluña,paro,2011,21.38,primero
mujeres,zaragoza,aragon,empleo,2011,44.15,cuarto
mujeres,zaragoza,aragon,empleo,2011,43.32,tercero
mujeres,zaragoza,aragon,empleo,2011,42.7,segundo
mujeres,zaragoza,aragon,empleo,2011,41.96,primero
mujeres,huelva,andalucia,empleo,2011,33.93,primero
mujeres,huelva,andalucia,empleo,2011,39.02,segundo
mujeres,huelva,andalucia,empleo,2011,33.98,tercero
mujeres,huelva,andalucia,empleo,2011,31.8,cuarto
hombres,guadalajara,castilla la mancha,empleo,2011,55.26,cuarto
hombres,guadalajara,castilla la mancha,empleo,2011,56.52,tercero
hombres,guadalajara,castilla la mancha,empleo,2011,56.68,segundo
hombres,guadalajara,castilla la mancha,empleo,2011,57.09,primero
mujeres,segovia,castilla y leon,paro,2011,15.76,primero
mujeres,segovia,castilla y leon,paro,2011,14.41,segundo
mujeres,segovia,castilla y leon,paro,2011,15.55,tercero
mujeres,segovia,castilla y leon,paro,2011,18.59,cuarto
mujeres,gerona,cataluña,paro,2011,22.72,cuarto
mujeres,gerona,cataluña,paro,2011,20.54,tercero
mujeres,gerona,cataluña,paro,2011,21.88,segundo
hombres,albacete,castilla la mancha,paro,2011,20.74,primero
hombres,avila,castilla y leon,paro,2011,26.84,primero
hombres,barcelona,cataluña,empleo,2011,57.58,segundo
mujeres,badajoz,extremadura,paro,2011,28.91,tercero
hombres,guadalajara,castilla la mancha,actividad,2011,69.03,tercero
mujeres,albacete,castilla la mancha,empleo,2011,38.96,cuarto
hombres,guadalajara,castilla la mancha,actividad,2011,70.04,segundo
mujeres,albacete,castilla la mancha,empleo,2011,38.81,tercero
hombres,teruel,aragon,empleo,2011,53.26,primero
mujeres,albacete,castilla la mancha,empleo,2011,38.53,segundo
hombres,toledo,castilla la mancha,paro,2011,19.92,tercero
hombres,toledo,castilla la mancha,paro,2011,22.55,segundo
mujeres,albacete,castilla la mancha,empleo,2011,37.86,primero
hombres,guadalajara,castilla la mancha,actividad,2011,68.44,cuarto
hombres,toledo,castilla la mancha,paro,2011,20.97,primero
hombres,huelva,andalucia,actividad,2011,69.79,cuarto
mujeres,soria,castilla y leon,empleo,2011,42.56,segundo
hombres,huelva,andalucia,actividad,2011,68.36,tercero
hombres,lerida,cataluña,actividad,2011,68.37,cuarto
hombres,lerida,cataluña,actividad,2011,66.62,tercero
hombres,lerida,cataluña,actividad,2011,68.9,segundo
mujeres,orense,galicia,actividad,2011,45.02,cuarto
hombres,huelva,andalucia,actividad,2011,68.56,segundo
hombres,alava,pais vasco,empleo,2011,61.22,primero
hombres,guadalajara,castilla la mancha,actividad,2011,69.71,primero
hombres,lerida,cataluña,actividad,2011,67.68,primero
hombres,teruel,aragon,empleo,2011,52.92,segundo
hombres,alicante,comunidad valenciana,paro,2011,24.52,primero
hombres,almeria,andalucia,empleo,2011,50.1,primero
hombres,toledo,castilla la mancha,actividad,2011,70.53,segundo
hombres,alicante,comunidad valenciana,paro,2011,22.21,tercero
hombres,albacete,castilla la mancha,actividad,2011,66.87,segundo
hombres,toledo,castilla la mancha,actividad,2011,72.28,tercero
hombres,toledo,castilla la mancha,actividad,2011,71.28,cuarto
mujeres,cuenca,castilla la mancha,empleo,2011,32.21,cuarto
hombres,cordoba,andalucia,actividad,2011,66.72,primero
mujeres,santa cruz de tenerife,canarias,actividad,2011,56.92,segundo
hombres,toledo,castilla la mancha,paro,2011,22.43,cuarto
mujeres,santa cruz de tenerife,canarias,actividad,2011,54.92,primero
mujeres,badajoz,extremadura,paro,2011,29.47,segundo
mujeres,jaen,andalucia,paro,2011,36.02,segundo
mujeres,badajoz,extremadura,paro,2011,35.86,cuarto
hombres,cordoba,andalucia,actividad,2011,67.21,segundo
hombres,cordoba,andalucia,actividad,2011,66.69,tercero
mujeres,jaen,andalucia,paro,2011,29.04,primero
hombres,teruel,aragon,empleo,2011,52.47,cuarto
hombres,teruel,aragon,empleo,2011,52.62,tercero
hombres,alicante,comunidad valenciana,paro,2011,23.28,segundo
mujeres,badajoz,extremadura,paro,2011,31.05,primero
hombres,almeria,andalucia,empleo,2011,48.44,segundo
mujeres,orense,galicia,actividad,2011,44.3,tercero
hombres,castellon,comunidad valenciana,paro,2011,26.66,cuarto
mujeres,guadalajara,castilla la mancha,empleo,2011,46.35,primero
hombres,ciudad real,castilla la mancha,empleo,2011,54.04,segundo
mujeres,caceres,extremadura,empleo,2011,33.7,segundo
mujeres,caceres,extremadura,empleo,2011,33.21,primero
hombres,ciudad real,castilla la mancha,empleo,2011,52.69,tercero
mujeres,guipuzcoa,pais vasco,actividad,2011,53.78,cuarto
mujeres,guipuzcoa,pais vasco,actividad,2011,53.58,tercero
hombres,sevilla,andalucia,empleo,2011,50.3,tercero
hombres,sevilla,andalucia,empleo,2011,49.44,cuarto
hombres,murcia,murcia,actividad,2011,69.55,segundo
hombres,ciudad real,castilla la mancha,empleo,2011,50.02,cuarto
hombres,albacete,castilla la mancha,empleo,2011,52.03,primero
mujeres,guipuzcoa,pais vasco,actividad,2011,53.74,segundo
mujeres,guipuzcoa,pais vasco,actividad,2011,53.34,primero
hombres,huelva,andalucia,actividad,2011,67.2,primero
hombres,murcia,murcia,actividad,2011,69.77,primero
mujeres,burgos,castilla y leon,actividad,2011,47.61,cuarto
hombres,islas baleares,islas baleares,paro,2011,19.62,tercero
mujeres,burgos,castilla y leon,actividad,2011,49.34,tercero
hombres,islas baleares,islas baleares,paro,2011,25.79,cuarto
hombres,albacete,castilla la mancha,empleo,2011,52.39,segundo
hombres,burgos,castilla y leon,actividad,2011,66.01,segundo
hombres,murcia,murcia,actividad,2011,70.59,tercero
mujeres,caceres,extremadura,empleo,2011,34.06,tercero
hombres,castellon,comunidad valenciana,paro,2011,25.52,tercero
hombres,albacete,castilla la mancha,actividad,2011,66.45,tercero
hombres,albacete,castilla la mancha,actividad,2011,64.37,cuarto
hombres,cantabria,cantabria,empleo,2011,55.5,tercero
hombres,cantabria,cantabria,empleo,2011,53.46,segundo
mujeres,soria,castilla y leon,paro,2011,15.17,cuarto
hombres,burgos,castilla y leon,actividad,2011,63.95,primero
hombres,islas baleares,islas baleares,paro,2011,23.77,primero
hombres,islas baleares,islas baleares,paro,2011,20.37,segundo
hombres,murcia,murcia,actividad,2011,69.75,cuarto
hombres,pontevedra,galicia,empleo,2011,50.52,primero
hombres,pontevedra,galicia,empleo,2011,51.24,segundo
hombres,pontevedra,galicia,empleo,2011,51.41,tercero
mujeres,orense,galicia,actividad,2011,44.98,segundo
mujeres,orense,galicia,actividad,2011,42.97,primero
mujeres,soria,castilla y leon,empleo,2011,41.51,primero
hombres,pontevedra,galicia,empleo,2011,50.09,cuarto
mujeres,soria,castilla y leon,paro,2011,18.18,segundo
mujeres,soria,castilla y leon,paro,2011,20.24,primero
hombres,sevilla,andalucia,empleo,2011,52.29,segundo
mujeres,soria,castilla y leon,paro,2011,15.14,tercero
hombres,almeria,andalucia,empleo,2011,48.39,tercero
hombres,albacete,castilla la mancha,actividad,2011,65.64,primero
mujeres,soria,castilla y leon,actividad,2011,52.05,primero
mujeres,alicante,comunidad valenciana,actividad,2011,51.07,segundo
mujeres,alicante,comunidad valenciana,actividad,2011,50.3,tercero
mujeres,alicante,comunidad valenciana,actividad,2011,50.94,cuarto
hombres,cantabria,cantabria,empleo,2011,52.79,primero
hombres,sevilla,andalucia,empleo,2011,51.94,primero
hombres,castellon,comunidad valenciana,paro,2011,25.97,primero
mujeres,badajoz,extremadura,empleo,2011,30.11,cuarto
hombres,lugo,galicia,empleo,2011,50.55,cuarto
hombres,lugo,galicia,empleo,2011,52.34,tercero
hombres,lugo,galicia,empleo,2011,51.54,segundo
mujeres,alicante,comunidad valenciana,actividad,2011,50.29,primero
hombres,lugo,galicia,empleo,2011,51.06,primero
mujeres,huesca,aragon,empleo,2011,44.56,tercero
mujeres,huesca,aragon,empleo,2011,43.56,segundo
mujeres,huesca,aragon,empleo,2011,41.76,primero
mujeres,guipuzcoa,pais vasco,paro,2011,10.26,primero
hombres,albacete,castilla la mancha,empleo,2011,48.85,cuarto
hombres,albacete,castilla la mancha,empleo,2011,50.2,tercero
mujeres,cantabria,cantabria,paro,2011,15.19,primero
mujeres,cantabria,cantabria,paro,2011,13.08,segundo
mujeres,cantabria,cantabria,paro,2011,13.27,tercero
mujeres,cantabria,cantabria,paro,2011,15.68,cuarto
mujeres,huesca,aragon,empleo,2011,43.5,cuarto
hombres,almeria,andalucia,empleo,2011,46.99,cuarto
hombres,avila,castilla y leon,paro,2011,20.12,cuarto
mujeres,orense,galicia,empleo,2011,36.48,cuarto
mujeres,burgos,castilla y leon,actividad,2011,51.19,segundo
mujeres,guadalajara,castilla la mancha,empleo,2011,44.39,cuarto
hombres,cordoba,andalucia,actividad,2011,67.24,cuarto
mujeres,navarra,navarra,empleo,2011,46.97,primero
mujeres,caceres,extremadura,actividad,2011,42.53,tercero
mujeres,caceres,extremadura,actividad,2011,44.14,cuarto
mujeres,burgos,castilla y leon,actividad,2011,52.26,primero
hombres,leon,castilla y leon,paro,2011,17.51,cuarto
mujeres,caceres,extremadura,empleo,2011,33.51,cuarto
hombres,pontevedra,galicia,paro,2011,19.16,segundo
mujeres,navarra,navarra,empleo,2011,47.72,segundo
hombres,pontevedra,galicia,paro,2011,19.1,tercero
hombres,leon,castilla y leon,paro,2011,15.17,tercero
mujeres,albacete,castilla la mancha,paro,2011,26.94,cuarto
hombres,avila,castilla y leon,paro,2011,24.28,segundo
hombres,avila,castilla y leon,paro,2011,19.76,tercero
mujeres,orense,galicia,empleo,2011,34.89,primero
mujeres,albacete,castilla la mancha,paro,2011,27.35,tercero
mujeres,jaen,andalucia,actividad,2011,46.54,primero
hombres,pontevedra,galicia,paro,2011,21.68,cuarto
mujeres,orense,galicia,empleo,2011,36.68,segundo
mujeres,orense,galicia,empleo,2011,36.2,tercero
hombres,ciudad real,castilla la mancha,empleo,2011,55.27,primero
hombres,pontevedra,galicia,paro,2011,20.18,primero
mujeres,guipuzcoa,pais vasco,paro,2011,12.47,segundo
mujeres,guadalajara,castilla la mancha,empleo,2011,43.04,segundo
mujeres,soria,castilla y leon,empleo,2011,45.45,tercero
mujeres,soria,castilla y leon,actividad,2011,53.56,tercero
mujeres,guipuzcoa,pais vasco,paro,2011,14.65,tercero
mujeres,soria,castilla y leon,empleo,2011,44.46,cuarto
mujeres,guipuzcoa,pais vasco,paro,2011,12.74,cuarto
mujeres,jaen,andalucia,actividad,2011,43.49,segundo
mujeres,jaen,andalucia,actividad,2011,44.07,tercero
hombres,leon,castilla y leon,paro,2011,16.44,segundo
hombres,castellon,comunidad valenciana,paro,2011,26.13,segundo
hombres,leon,castilla y leon,paro,2011,17.58,primero
hombres,huesca,aragon,empleo,2011,62.74,tercero
mujeres,orense,galicia,paro,2011,18.97,cuarto
hombres,huesca,aragon,empleo,2011,59.62,cuarto
hombres,burgos,castilla y leon,actividad,2011,67.19,tercero
mujeres,jaen,andalucia,actividad,2011,45.61,cuarto
mujeres,orense,galicia,paro,2011,18.28,tercero
mujeres,soria,castilla y leon,actividad,2011,52.42,cuarto
mujeres,jaen,andalucia,paro,2011,35.59,cuarto
hombres,huesca,aragon,empleo,2011,59.7,segundo
mujeres,orense,galicia,paro,2011,18.8,primero
hombres,huesca,aragon,empleo,2011,59.55,primero
mujeres,santa cruz de tenerife,canarias,actividad,2011,55.75,cuarto
hombres,burgos,castilla y leon,actividad,2011,65.44,cuarto
hombres,toledo,castilla la mancha,actividad,2011,71.36,primero
mujeres,asturias,asturias,paro,2011,17.55,cuarto
mujeres,asturias,asturias,paro,2011,16.45,tercero
hombres,alicante,comunidad valenciana,paro,2011,25.76,cuarto
mujeres,asturias,asturias,paro,2011,16.44,segundo
mujeres,jaen,andalucia,paro,2011,37.81,tercero
mujeres,asturias,asturias,paro,2011,18.72,primero
mujeres,santa cruz de tenerife,canarias,actividad,2011,56.35,tercero
mujeres,albacete,castilla la mancha,paro,2011,27.84,segundo
mujeres,navarra,navarra,empleo,2011,46.83,cuarto
mujeres,navarra,navarra,empleo,2011,48.16,tercero
mujeres,guadalajara,castilla la mancha,empleo,2011,45.11,tercero
hombres,cantabria,cantabria,empleo,2011,54.02,cuarto
mujeres,soria,castilla y leon,actividad,2011,52.01,segundo
mujeres,ciudad real,castilla la mancha,paro,2011,27.6,tercero
mujeres,ciudad real,castilla la mancha,paro,2011,30.89,cuarto
mujeres,albacete,castilla la mancha,paro,2011,26.56,primero
mujeres,orense,galicia,paro,2011,18.45,segundo
mujeres,albacete,castilla la mancha,actividad,2012,49.72,cuarto
mujeres,albacete,castilla la mancha,actividad,2012,47.81,tercero
hombres,guipuzcoa,pais vasco,actividad,2012,63.23,tercero
mujeres,almeria,andalucia,actividad,2012,56.69,segundo
mujeres,almeria,andalucia,actividad,2012,57.17,tercero
hombres,guipuzcoa,pais vasco,actividad,2012,61.99,cuarto
mujeres,almeria,andalucia,actividad,2012,55.69,cuarto
hombres,cantabria,cantabria,actividad,2012,64.0,cuarto
mujeres,albacete,castilla la mancha,actividad,2012,50.48,segundo
mujeres,albacete,castilla la mancha,actividad,2012,53.17,primero
mujeres,almeria,andalucia,actividad,2012,59.96,primero
mujeres,cadiz,andalucia,empleo,2012,33.09,tercero
mujeres,jaen,andalucia,empleo,2012,28.72,cuarto
mujeres,gerona,cataluña,paro,2012,21.44,cuarto
mujeres,burgos,castilla y leon,paro,2012,21.07,cuarto
mujeres,castellon,comunidad valenciana,empleo,2012,38.55,cuarto
mujeres,barcelona,cataluña,empleo,2012,46.07,primero
mujeres,barcelona,cataluña,empleo,2012,45.89,segundo
mujeres,barcelona,cataluña,empleo,2012,44.44,tercero
mujeres,castellon,comunidad valenciana,empleo,2012,37.97,tercero
mujeres,castellon,comunidad valenciana,empleo,2012,39.02,segundo
hombres,cuenca,castilla la mancha,paro,2012,28.74,cuarto
hombres,cuenca,castilla la mancha,paro,2012,26.24,tercero
hombres,cuenca,castilla la mancha,paro,2012,32.71,segundo
hombres,cuenca,castilla la mancha,paro,2012,29.53,primero
mujeres,castellon,comunidad valenciana,empleo,2012,38.69,primero
hombres,asturias,asturias,actividad,2012,58.22,primero
hombres,asturias,asturias,actividad,2012,59.36,segundo
hombres,asturias,asturias,actividad,2012,59.0,tercero
mujeres,asturias,asturias,paro,2012,24.04,cuarto
mujeres,asturias,asturias,paro,2012,21.51,tercero
hombres,asturias,asturias,actividad,2012,58.67,cuarto
mujeres,caceres,extremadura,actividad,2012,47.02,tercero
mujeres,caceres,extremadura,actividad,2012,45.5,cuarto
mujeres,barcelona,cataluña,empleo,2012,44.54,cuarto
mujeres,caceres,extremadura,empleo,2012,29.84,primero
mujeres,caceres,extremadura,empleo,2012,30.21,segundo
mujeres,caceres,extremadura,empleo,2012,31.03,tercero
mujeres,gerona,cataluña,paro,2012,19.79,tercero
hombres,castellon,comunidad valenciana,paro,2012,25.45,cuarto
hombres,castellon,comunidad valenciana,paro,2012,27.01,tercero
hombres,castellon,comunidad valenciana,paro,2012,28.75,segundo
mujeres,jaen,andalucia,empleo,2012,26.82,tercero
