nivel_educativo,sexo,comunidad,año,media_poblacion,trimestre
educacion secundaria,mujeres,pais vasco,2018,8.9,primero
educacion secundaria,mujeres,pais vasco,2018,8.8,segundo
primaria incompleta,mujeres,region de murcia,2018,7.5,cuarto
educacion secundaria,mujeres,pais vasco,2018,8.8,tercero
educacion primaria,hombres,pais vasco,2018,11.1,segundo
educacion primaria,hombres,pais vasco,2018,11.7,tercero
educacion primaria,hombres,pais vasco,2018,11.7,cuarto
educacion primaria,hombres,galicia,2018,14.0,tercero
educacion primaria,hombres,galicia,2018,14.6,segundo
educacion primaria,hombres,galicia,2018,14.8,primero
educacion secundaria,hombres,region de murcia,2018,8.4,cuarto
educacion secundaria,hombres,region de murcia,2018,7.7,tercero
educacion primaria,hombres,pais vasco,2018,11.6,primero
educacion secundaria,hombres,region de murcia,2018,7.5,segundo
primaria incompleta,mujeres,region de murcia,2018,7.9,tercero
primaria incompleta,mujeres,region de murcia,2018,8.1,primero
educacion universitaria,mujeres,andalucia,2018,24.4,primero
primaria incompleta,mujeres,galicia,2018,8.0,cuarto
primaria incompleta,mujeres,galicia,2018,8.5,tercero
primaria incompleta,hombres,andalucia,2018,8.0,cuarto
sin estudios,hombres,castilla y leon,2018,0.8,primero
sin estudios,hombres,castilla y leon,2018,0.7,segundo
educacion primaria,mujeres,la rioja,2018,31.3,cuarto
educacion secundaria,hombres,madrid,2018,5.7,cuarto
primaria incompleta,mujeres,region de murcia,2018,8.3,segundo
primaria incompleta,mujeres,galicia,2018,9.1,segundo
primaria incompleta,hombres,andalucia,2018,8.2,tercero
primaria incompleta,hombres,andalucia,2018,8.3,segundo
primaria incompleta,hombres,andalucia,2018,8.3,primero
educacion primaria,hombres,la rioja,2018,11.4,primero
educacion primaria,hombres,la rioja,2018,11.1,segundo
educacion primaria,hombres,la rioja,2018,9.8,tercero
educacion primaria,hombres,la rioja,2018,10.4,cuarto
educacion secundaria,hombres,madrid,2018,6.0,tercero
primaria incompleta,mujeres,galicia,2018,9.5,primero
educacion secundaria,hombres,region de murcia,2018,7.5,primero
educacion secundaria,mujeres,pais vasco,2018,9.4,cuarto
educacion universitaria,mujeres,cantabria,2018,32.0,primero
educacion secundaria,mujeres,navarra,2018,7.6,cuarto
educacion secundaria,mujeres,navarra,2018,7.8,tercero
educacion secundaria,mujeres,navarra,2018,8.2,segundo
educacion secundaria,hombres,pais vasco,2018,9.9,cuarto
educacion secundaria,mujeres,navarra,2018,8.6,primero
educacion secundaria,hombres,pais vasco,2018,10.3,tercero
educacion secundaria,hombres,pais vasco,2018,10.2,segundo
educacion secundaria,hombres,pais vasco,2018,10.1,primero
educacion primaria,hombres,region de murcia,2018,9.2,cuarto
primaria incompleta,hombres,aragon,2018,3.7,cuarto
educacion secundaria,hombres,la rioja,2018,8.3,primero
educacion secundaria,hombres,la rioja,2018,8.8,segundo
educacion secundaria,hombres,la rioja,2018,9.2,tercero
educacion secundaria,hombres,la rioja,2018,8.6,cuarto
educacion primaria,hombres,madrid,2018,8.9,cuarto
educacion primaria,hombres,madrid,2018,9.2,tercero
educacion primaria,hombres,madrid,2018,9.9,segundo
educacion primaria,hombres,madrid,2018,9.6,primero
primaria incompleta,hombres,aragon,2018,3.9,tercero
educacion primaria,hombres,region de murcia,2018,10.3,tercero
educacion primaria,hombres,region de murcia,2018,10.8,segundo
educacion primaria,hombres,region de murcia,2018,11.5,primero
educacion universitaria,mujeres,cantabria,2018,33.0,segundo
educacion universitaria,mujeres,cantabria,2018,33.8,tercero
educacion universitaria,mujeres,cantabria,2018,32.7,cuarto
educacion primaria,hombres,navarra,2018,14.9,primero
educacion primaria,hombres,navarra,2018,15.2,segundo
educacion primaria,hombres,navarra,2018,16.1,tercero
educacion secundaria,hombres,ceuta,2018,6.6,segundo
educacion primaria,hombres,navarra,2018,15.3,cuarto
educacion secundaria,hombres,ceuta,2018,5.9,tercero
educacion secundaria,hombres,ceuta,2018,6.9,cuarto
educacion secundaria,hombres,navarra,2018,11.4,cuarto
educacion secundaria,hombres,navarra,2018,11.5,tercero
educacion secundaria,hombres,navarra,2018,12.1,segundo
educacion secundaria,hombres,navarra,2018,11.9,primero
primaria incompleta,mujeres,madrid,2018,3.9,cuarto
sin estudios,hombres,aragon,2018,0.7,cuarto
primaria incompleta,mujeres,madrid,2018,3.9,tercero
primaria incompleta,mujeres,madrid,2018,3.9,segundo
primaria incompleta,mujeres,madrid,2018,3.9,primero
primaria incompleta,hombres,castilla y leon,2018,2.9,cuarto
primaria incompleta,hombres,castilla y leon,2018,3.1,tercero
primaria incompleta,hombres,castilla y leon,2018,3.5,segundo
educacion secundaria,hombres,melilla,2018,8.3,cuarto
educacion secundaria,mujeres,andalucia,2018,8.4,tercero
educacion secundaria,mujeres,andalucia,2018,8.5,cuarto
educacion primaria,hombres,valencia,2018,10.1,cuarto
educacion secundaria,hombres,valencia,2018,7.8,cuarto
educacion secundaria,hombres,valencia,2018,8.0,tercero
educacion secundaria,hombres,valencia,2018,8.2,segundo
educacion secundaria,hombres,valencia,2018,8.1,primero
primaria incompleta,mujeres,extremadura,2018,9.9,cuarto
educacion secundaria,mujeres,andalucia,2018,7.8,segundo
primaria incompleta,mujeres,extremadura,2018,10.8,tercero
primaria incompleta,mujeres,extremadura,2018,11.5,primero
sin estudios,hombres,ceuta,2018,1.1,cuarto
educacion primaria,mujeres,andalucia,2018,12.8,primero
educacion primaria,mujeres,andalucia,2018,13.1,segundo
educacion primaria,mujeres,andalucia,2018,12.5,tercero
educacion primaria,mujeres,andalucia,2018,12.7,cuarto
educacion primaria,hombres,valencia,2018,9.0,tercero
educacion primaria,hombres,valencia,2018,10.0,segundo
primaria incompleta,mujeres,extremadura,2018,10.6,segundo
educacion secundaria,mujeres,andalucia,2018,7.6,primero
educacion primaria,mujeres,aragon,2018,18.2,cuarto
educacion primaria,mujeres,aragon,2018,18.3,tercero
sin estudios,hombres,canarias,2018,1.4,cuarto
educacion secundaria,hombres,cataluña,2018,7.6,cuarto
educacion secundaria,hombres,cataluña,2018,7.7,tercero
primaria incompleta,hombres,asturias,2018,2.5,tercero
primaria incompleta,hombres,asturias,2018,2.2,cuarto
educacion secundaria,hombres,cataluña,2018,7.5,segundo
educacion secundaria,hombres,cataluña,2018,7.8,primero
sin estudios,mujeres,melilla,2018,4.4,segundo
sin estudios,mujeres,melilla,2018,8.0,primero
educacion secundaria,mujeres,ceuta,2018,7.7,primero
educacion secundaria,mujeres,region de murcia,2018,8.4,cuarto
educacion secundaria,mujeres,ceuta,2018,9.0,segundo
educacion secundaria,mujeres,ceuta,2018,7.8,tercero
educacion secundaria,mujeres,ceuta,2018,6.1,cuarto
educacion secundaria,mujeres,region de murcia,2018,9.3,tercero
educacion secundaria,mujeres,region de murcia,2018,8.9,segundo
educacion secundaria,mujeres,region de murcia,2018,8.2,primero
educacion primaria,mujeres,aragon,2018,19.1,primero
educacion primaria,mujeres,aragon,2018,18.9,segundo
educacion primaria,hombres,valencia,2018,10.4,primero
sin estudios,hombres,melilla,2018,3.0,primero
sin estudios,hombres,aragon,2018,0.8,primero
educacion secundaria,hombres,extremadura,2018,7.3,tercero
educacion secundaria,mujeres,la rioja,2018,8.7,segundo
educacion secundaria,mujeres,la rioja,2018,9.0,tercero
educacion secundaria,mujeres,la rioja,2018,8.7,cuarto
educacion universitaria,mujeres,canarias,2018,26.6,cuarto
educacion universitaria,mujeres,canarias,2018,25.8,tercero
educacion universitaria,mujeres,canarias,2018,24.8,segundo
educacion universitaria,mujeres,canarias,2018,25.3,primero
educacion secundaria,hombres,melilla,2018,7.4,primero
educacion secundaria,mujeres,la rioja,2018,8.3,primero
educacion primaria,hombres,extremadura,2018,14.7,cuarto
educacion primaria,hombres,ceuta,2018,15.3,segundo
educacion primaria,hombres,extremadura,2018,14.3,tercero
educacion primaria,hombres,extremadura,2018,13.9,segundo
educacion primaria,hombres,ceuta,2018,13.5,tercero
educacion primaria,hombres,extremadura,2018,13.1,primero
educacion primaria,hombres,ceuta,2018,15.8,cuarto
educacion secundaria,hombres,melilla,2018,10.5,segundo
educacion secundaria,hombres,melilla,2018,9.0,tercero
educacion primaria,hombres,ceuta,2018,16.3,primero
educacion secundaria,hombres,galicia,2018,7.4,primero
educacion secundaria,hombres,galicia,2018,7.4,segundo
educacion secundaria,hombres,galicia,2018,7.8,tercero
educacion secundaria,hombres,extremadura,2018,7.0,segundo
educacion secundaria,hombres,extremadura,2018,6.8,primero
sin estudios,hombres,aragon,2018,0.7,segundo
sin estudios,hombres,aragon,2018,0.8,tercero
sin estudios,hombres,melilla,2018,1.5,tercero
primaria incompleta,hombres,castilla y leon,2018,3.6,primero
sin estudios,hombres,ceuta,2018,2.6,tercero
sin estudios,hombres,ceuta,2018,1.9,segundo
sin estudios,hombres,ceuta,2018,1.6,primero
educacion universitaria,mujeres,castilla y leon,2018,28.7,primero
educacion universitaria,mujeres,castilla y leon,2018,28.9,segundo
educacion universitaria,mujeres,castilla y leon,2018,29.1,tercero
sin estudios,hombres,melilla,2018,2.8,cuarto
educacion primaria,hombres,melilla,2018,15.5,primero
educacion primaria,hombres,melilla,2018,14.7,segundo
educacion primaria,hombres,melilla,2018,13.1,tercero
educacion primaria,hombres,melilla,2018,13.6,cuarto
educacion universitaria,mujeres,castilla y leon,2018,29.2,cuarto
educacion secundaria,hombres,galicia,2018,8.0,cuarto
educacion secundaria,hombres,extremadura,2018,7.7,cuarto
educacion secundaria,hombres,andalucia,2018,7.6,tercero
primaria incompleta,hombres,aragon,2018,3.0,segundo
sin estudios,mujeres,navarra,2018,0.9,primero
sin estudios,hombres,cataluña,2018,0.9,tercero
sin estudios,hombres,cataluña,2018,0.9,cuarto
educacion secundaria,mujeres,cataluña,2018,12.9,cuarto
educacion secundaria,mujeres,valencia,2018,9.3,segundo
educacion secundaria,mujeres,valencia,2018,9.1,primero
sin estudios,mujeres,andalucia,2018,3.5,cuarto
sin estudios,hombres,cataluña,2018,0.8,segundo
educacion secundaria,mujeres,madrid,2018,19.0,cuarto
educacion secundaria,mujeres,madrid,2018,19.0,segundo
educacion secundaria,mujeres,madrid,2018,18.8,primero
primaria incompleta,mujeres,canarias,2018,7.9,segundo
primaria incompleta,mujeres,canarias,2018,7.4,primero
educacion primaria,mujeres,ceuta,2018,18.9,primero
educacion primaria,mujeres,ceuta,2018,18.7,segundo
educacion secundaria,mujeres,madrid,2018,19.0,tercero
sin estudios,hombres,cataluña,2018,0.7,primero
educacion secundaria,hombres,andalucia,2018,7.7,cuarto
educacion secundaria,mujeres,castilla la mancha,2018,7.5,cuarto
primaria incompleta,mujeres,canarias,2018,7.6,tercero
educacion primaria,mujeres,melilla,2018,13.0,primero
educacion primaria,hombres,aragon,2018,15.6,primero
sin estudios,mujeres,region de murcia,2018,3.4,primero
sin estudios,mujeres,region de murcia,2018,3.1,segundo
sin estudios,mujeres,region de murcia,2018,3.4,tercero
educacion universitaria,mujeres,asturias,2018,31.8,primero
educacion secundaria,mujeres,castilla la mancha,2018,7.3,primero
educacion secundaria,mujeres,castilla la mancha,2018,6.8,segundo
educacion primaria,mujeres,melilla,2018,13.6,segundo
educacion primaria,mujeres,melilla,2018,18.3,tercero
educacion primaria,mujeres,melilla,2018,17.2,cuarto
sin estudios,mujeres,navarra,2018,0.7,segundo
sin estudios,mujeres,region de murcia,2018,3.9,cuarto
educacion secundaria,mujeres,castilla la mancha,2018,7.0,tercero
educacion primaria,mujeres,ceuta,2018,18.0,tercero
educacion universitaria,mujeres,galicia,2018,28.0,tercero
educacion primaria,mujeres,ceuta,2018,20.1,cuarto
educacion universitaria,mujeres,galicia,2018,27.6,segundo
educacion universitaria,hombres,melilla,2018,25.9,cuarto
educacion universitaria,hombres,melilla,2018,25.5,tercero
educacion universitaria,hombres,melilla,2018,24.1,segundo
educacion universitaria,hombres,melilla,2018,24.6,primero
educacion primaria,mujeres,la rioja,2018,13.0,primero
educacion primaria,mujeres,la rioja,2018,11.7,segundo
educacion primaria,mujeres,la rioja,2018,11.6,tercero
educacion primaria,mujeres,la rioja,2018,11.8,cuarto
educacion secundaria,mujeres,valencia,2018,12.2,cuarto
educacion universitaria,hombres,asturias,2018,33.0,segundo
educacion universitaria,mujeres,extremadura,2018,21.4,primero
educacion primaria,hombres,canarias,2018,31.2,segundo
educacion primaria,hombres,canarias,2018,29.3,primero
educacion secundaria,mujeres,navarra,2018,12.9,cuarto
educacion secundaria,mujeres,navarra,2018,13.3,tercero
educacion primaria,hombres,canarias,2018,30.5,tercero
primaria incompleta,mujeres,canarias,2018,7.3,cuarto
educacion primaria,hombres,canarias,2018,31.4,cuarto
educacion secundaria,mujeres,region de murcia,2018,12.6,primero
primaria incompleta,mujeres,la rioja,2018,2.5,primero
primaria incompleta,mujeres,la rioja,2018,2.3,segundo
educacion universitaria,mujeres,galicia,2018,27.9,primero
educacion secundaria,mujeres,castilla la mancha,2018,11.9,primero
primaria incompleta,mujeres,la rioja,2018,2.4,tercero
sin estudios,hombres,baleares,2018,1.1,primero
primaria incompleta,mujeres,la rioja,2018,2.8,cuarto
sin estudios,mujeres,andalucia,2018,3.8,tercero
educacion primaria,hombres,asturias,2018,14.5,cuarto
educacion primaria,hombres,asturias,2018,15.7,tercero
educacion secundaria,mujeres,region de murcia,2018,12.3,cuarto
educacion primaria,hombres,asturias,2018,16.1,segundo
educacion primaria,hombres,asturias,2018,15.5,primero
educacion secundaria,mujeres,region de murcia,2018,12.5,tercero
educacion secundaria,mujeres,region de murcia,2018,12.9,segundo
educacion secundaria,mujeres,castilla la mancha,2018,12.7,segundo
educacion primaria,hombres,aragon,2018,14.8,segundo
educacion primaria,hombres,aragon,2018,13.3,tercero
sin estudios,mujeres,navarra,2018,0.4,tercero
primaria incompleta,hombres,cataluña,2018,4.2,tercero
educacion primaria,hombres,aragon,2018,29.5,primero
educacion primaria,hombres,aragon,2018,29.0,segundo
educacion primaria,hombres,aragon,2018,28.9,tercero
primaria incompleta,hombres,canarias,2018,5.8,cuarto
primaria incompleta,hombres,canarias,2018,6.2,tercero
primaria incompleta,hombres,canarias,2018,5.9,segundo
primaria incompleta,hombres,canarias,2018,6.4,primero
educacion primaria,hombres,aragon,2018,29.3,cuarto
educacion universitaria,hombres,canarias,2018,25.6,cuarto
educacion secundaria,mujeres,extremadura,2018,11.3,cuarto
educacion secundaria,mujeres,extremadura,2018,10.4,tercero
educacion secundaria,mujeres,extremadura,2018,10.8,segundo
educacion universitaria,hombres,canarias,2018,25.3,tercero
educacion secundaria,mujeres,extremadura,2018,10.0,primero
primaria incompleta,hombres,cataluña,2018,4.1,segundo
primaria incompleta,hombres,cataluña,2018,4.0,cuarto
educacion primaria,hombres,andalucia,2018,12.7,cuarto
educacion primaria,hombres,andalucia,2018,13.1,segundo
educacion secundaria,mujeres,valencia,2018,12.3,tercero
educacion secundaria,mujeres,valencia,2018,12.4,segundo
educacion secundaria,mujeres,valencia,2018,13.4,primero
primaria incompleta,mujeres,baleares,2018,4.6,cuarto
primaria incompleta,mujeres,baleares,2018,5.0,tercero
primaria incompleta,mujeres,baleares,2018,5.8,segundo
primaria incompleta,mujeres,baleares,2018,5.9,primero
educacion universitaria,mujeres,galicia,2018,28.1,cuarto
educacion primaria,hombres,asturias,2018,25.6,tercero
educacion secundaria,mujeres,cataluña,2018,7.2,primero
educacion secundaria,mujeres,cataluña,2018,7.5,segundo
educacion primaria,hombres,asturias,2018,25.7,segundo
educacion primaria,hombres,asturias,2018,26.2,primero
educacion primaria,hombres,andalucia,2018,13.2,primero
primaria incompleta,hombres,cataluña,2018,4.3,primero
educacion primaria,hombres,andalucia,2018,12.5,tercero
educacion secundaria,mujeres,navarra,2018,12.9,segundo
sin estudios,hombres,baleares,2018,1.1,cuarto
educacion secundaria,mujeres,cataluña,2018,7.9,cuarto
educacion primaria,hombres,baleares,2018,36.6,tercero
educacion secundaria,mujeres,galicia,2018,11.6,cuarto
educacion secundaria,mujeres,galicia,2018,11.6,tercero
educacion secundaria,mujeres,galicia,2018,11.3,segundo
educacion secundaria,mujeres,galicia,2018,10.7,primero
educacion universitaria,hombres,baleares,2018,22.9,primero
educacion primaria,hombres,aragon,2018,13.1,cuarto
educacion universitaria,hombres,baleares,2018,21.2,segundo
educacion universitaria,hombres,baleares,2018,23.6,tercero
educacion universitaria,hombres,baleares,2018,22.8,cuarto
educacion primaria,hombres,baleares,2018,37.8,segundo
educacion secundaria,mujeres,valencia,2018,9.4,tercero
educacion primaria,hombres,baleares,2018,40.0,primero
sin estudios,hombres,pais vasco,2018,0.4,primero
sin estudios,mujeres,navarra,2018,0.3,cuarto
educacion primaria,hombres,baleares,2018,37.3,cuarto
educacion secundaria,mujeres,cataluña,2018,7.8,tercero
educacion universitaria,mujeres,asturias,2018,31.9,segundo
educacion primaria,hombres,andalucia,2018,33.1,cuarto
educacion universitaria,hombres,canarias,2018,24.7,segundo
educacion secundaria,mujeres,valencia,2018,9.8,cuarto
educacion universitaria,hombres,canarias,2018,23.7,primero
sin estudios,hombres,baleares,2018,1.5,tercero
sin estudios,hombres,baleares,2018,1.4,segundo
sin estudios,hombres,pais vasco,2018,0.2,cuarto
sin estudios,hombres,pais vasco,2018,0.3,tercero
sin estudios,hombres,pais vasco,2018,0.4,segundo
educacion universitaria,mujeres,asturias,2018,31.2,cuarto
educacion secundaria,mujeres,cataluña,2018,12.6,primero
educacion secundaria,mujeres,cataluña,2018,12.1,segundo
educacion secundaria,mujeres,cataluña,2018,12.6,tercero
educacion primaria,hombres,andalucia,2018,34.1,primero
educacion primaria,hombres,andalucia,2018,33.5,segundo
educacion primaria,hombres,andalucia,2018,32.9,tercero
educacion universitaria,mujeres,asturias,2018,32.3,tercero
educacion universitaria,mujeres,extremadura,2018,21.8,segundo
educacion universitaria,hombres,asturias,2018,33.1,primero
educacion universitaria,mujeres,extremadura,2018,23.4,cuarto
primaria incompleta,hombres,baleares,2018,4.0,primero
primaria incompleta,hombres,cantabria,2018,0.5,cuarto
primaria incompleta,hombres,cantabria,2018,0.8,tercero
educacion secundaria,mujeres,ceuta,2018,10.3,cuarto
educacion primaria,hombres,cantabria,2018,29.1,cuarto
educacion secundaria,mujeres,ceuta,2018,9.7,tercero
educacion secundaria,mujeres,ceuta,2018,8.5,segundo
educacion secundaria,mujeres,ceuta,2018,10.2,primero
primaria incompleta,mujeres,castilla y leon,2018,4.6,primero
educacion primaria,mujeres,madrid,2018,11.7,primero
educacion primaria,mujeres,madrid,2018,11.6,segundo
educacion primaria,mujeres,madrid,2018,11.1,tercero
educacion primaria,mujeres,madrid,2018,11.0,cuarto
educacion universitaria,mujeres,valencia,2018,28.1,primero
educacion universitaria,mujeres,valencia,2018,28.8,segundo
primaria incompleta,mujeres,castilla y leon,2018,4.5,segundo
primaria incompleta,mujeres,castilla y leon,2018,4.1,tercero
primaria incompleta,mujeres,castilla y leon,2018,3.7,cuarto
educacion primaria,mujeres,region de murcia,2018,10.0,cuarto
primaria incompleta,mujeres,asturias,2018,3.9,cuarto
primaria incompleta,mujeres,ceuta,2018,3.9,cuarto
primaria incompleta,mujeres,ceuta,2018,3.9,tercero
educacion secundaria,mujeres,cantabria,2018,10.1,tercero
educacion universitaria,mujeres,extremadura,2018,23.4,tercero
educacion secundaria,mujeres,castilla y leon,2018,12.1,primero
educacion secundaria,mujeres,la rioja,2018,11.8,segundo
educacion primaria,hombres,cantabria,2018,28.8,tercero
educacion secundaria,mujeres,la rioja,2018,12.8,primero
primaria incompleta,mujeres,ceuta,2018,3.0,primero
educacion secundaria,mujeres,castilla y leon,2018,12.3,segundo
educacion secundaria,mujeres,castilla y leon,2018,12.3,tercero
educacion secundaria,mujeres,castilla y leon,2018,12.0,cuarto
educacion primaria,mujeres,region de murcia,2018,11.5,primero
educacion primaria,mujeres,region de murcia,2018,9.5,segundo
educacion primaria,mujeres,region de murcia,2018,9.3,tercero
primaria incompleta,mujeres,ceuta,2018,3.6,segundo
educacion universitaria,mujeres,valencia,2018,29.9,tercero
primaria incompleta,hombres,cantabria,2018,0.9,segundo
primaria incompleta,hombres,cantabria,2018,1.0,primero
educacion universitaria,hombres,aragon,2018,27.2,primero
primaria incompleta,hombres,baleares,2018,3.5,cuarto
educacion universitaria,hombres,aragon,2018,28.6,segundo
educacion universitaria,hombres,aragon,2018,29.4,tercero
educacion universitaria,hombres,aragon,2018,29.5,cuarto
educacion secundaria,mujeres,canarias,2018,8.4,cuarto
sin estudios,mujeres,la rioja,2018,0.7,cuarto
educacion primaria,mujeres,galicia,2018,16.2,cuarto
sin estudios,mujeres,la rioja,2018,0.7,tercero
educacion universitaria,hombres,cantabria,2018,31.2,tercero
educacion universitaria,hombres,cantabria,2018,29.7,segundo
educacion universitaria,hombres,cantabria,2018,29.5,primero
educacion secundaria,mujeres,extremadura,2018,7.5,cuarto
educacion secundaria,mujeres,extremadura,2018,7.2,tercero
educacion secundaria,mujeres,extremadura,2018,6.7,segundo
sin estudios,mujeres,andalucia,2018,3.9,primero
educacion universitaria,hombres,cantabria,2018,30.1,cuarto
primaria incompleta,mujeres,asturias,2018,4.0,tercero
educacion primaria,mujeres,galicia,2018,16.4,tercero
educacion primaria,mujeres,galicia,2018,17.0,primero
educacion primaria,hombres,cantabria,2018,29.7,segundo
educacion secundaria,mujeres,canarias,2018,8.7,primero
educacion secundaria,mujeres,melilla,2018,12.4,cuarto
educacion secundaria,mujeres,melilla,2018,14.1,tercero
educacion secundaria,mujeres,melilla,2018,17.0,segundo
educacion primaria,hombres,cantabria,2018,30.9,primero
educacion secundaria,mujeres,melilla,2018,18.9,primero
educacion primaria,mujeres,galicia,2018,16.7,segundo
educacion secundaria,mujeres,canarias,2018,7.9,segundo
educacion primaria,hombres,canarias,2018,13.2,cuarto
educacion primaria,hombres,canarias,2018,13.6,tercero
educacion universitaria,mujeres,valencia,2018,30.2,cuarto
educacion primaria,hombres,canarias,2018,14.3,segundo
educacion primaria,hombres,canarias,2018,14.3,primero
primaria incompleta,hombres,baleares,2018,4.0,segundo
primaria incompleta,hombres,baleares,2018,3.0,tercero
educacion secundaria,mujeres,canarias,2018,8.1,tercero
educacion secundaria,mujeres,cantabria,2018,10.4,segundo
educacion secundaria,mujeres,cantabria,2018,9.8,cuarto
educacion secundaria,mujeres,la rioja,2018,14.0,cuarto
educacion secundaria,mujeres,pais vasco,2018,11.6,cuarto
educacion primaria,hombres,baleares,2018,9.5,tercero
educacion primaria,hombres,baleares,2018,9.0,cuarto
educacion secundaria,mujeres,la rioja,2018,13.9,tercero
educacion secundaria,mujeres,navarra,2018,13.0,primero
educacion primaria,mujeres,pais vasco,2018,17.9,cuarto
educacion universitaria,mujeres,aragon,2018,28.8,primero
educacion primaria,mujeres,pais vasco,2018,18.1,tercero
primaria incompleta,mujeres,melilla,2018,7.9,segundo
primaria incompleta,mujeres,melilla,2018,9.0,primero
sin estudios,mujeres,andalucia,2018,3.8,segundo
educacion secundaria,mujeres,castilla la mancha,2018,12.4,cuarto
educacion secundaria,mujeres,castilla y leon,2018,8.4,cuarto
educacion secundaria,mujeres,pais vasco,2018,11.8,tercero
educacion secundaria,mujeres,castilla y leon,2018,7.7,tercero
educacion primaria,mujeres,pais vasco,2018,18.0,segundo
educacion primaria,mujeres,pais vasco,2018,18.3,primero
primaria incompleta,mujeres,cantabria,2018,1.3,primero
primaria incompleta,mujeres,cantabria,2018,1.4,segundo
primaria incompleta,mujeres,cantabria,2018,1.6,tercero
primaria incompleta,mujeres,cantabria,2018,1.1,cuarto
educacion universitaria,hombres,asturias,2018,33.2,tercero
educacion secundaria,mujeres,castilla la mancha,2018,12.3,tercero
educacion secundaria,mujeres,castilla y leon,2018,7.3,primero
educacion secundaria,mujeres,galicia,2018,6.9,primero
educacion secundaria,mujeres,galicia,2018,7.0,segundo
educacion secundaria,mujeres,galicia,2018,7.3,tercero
educacion secundaria,mujeres,galicia,2018,7.2,cuarto
educacion secundaria,mujeres,castilla y leon,2018,7.2,segundo
educacion primaria,hombres,baleares,2018,8.1,segundo
educacion secundaria,mujeres,cantabria,2018,10.8,primero
educacion secundaria,mujeres,pais vasco,2018,11.3,segundo
sin estudios,mujeres,pais vasco,2018,0.8,segundo
sin estudios,mujeres,pais vasco,2018,0.8,primero
sin estudios,mujeres,baleares,2018,2.1,segundo
sin estudios,mujeres,pais vasco,2018,0.7,cuarto
primaria incompleta,mujeres,asturias,2018,3.6,primero
primaria incompleta,mujeres,asturias,2018,3.9,segundo
sin estudios,mujeres,pais vasco,2018,0.7,tercero
educacion primaria,mujeres,navarra,2018,19.3,segundo
educacion primaria,mujeres,navarra,2018,18.4,cuarto
sin estudios,mujeres,baleares,2018,2.0,primero
educacion universitaria,hombres,asturias,2018,33.3,cuarto
educacion universitaria,mujeres,aragon,2018,29.8,segundo
educacion universitaria,mujeres,aragon,2018,30.5,tercero
educacion universitaria,mujeres,aragon,2018,30.8,cuarto
educacion primaria,mujeres,navarra,2018,19.2,tercero
educacion secundaria,mujeres,pais vasco,2018,11.6,primero
educacion primaria,mujeres,navarra,2018,19.0,primero
educacion primaria,hombres,asturias,2018,27.2,cuarto
primaria incompleta,mujeres,melilla,2018,8.1,tercero
primaria incompleta,mujeres,melilla,2018,8.2,cuarto
educacion secundaria,mujeres,extremadura,2018,7.5,primero
educacion primaria,hombres,baleares,2018,8.2,primero
sin estudios,hombres,canarias,2019,1.0,cuarto
educacion secundaria,mujeres,galicia,2019,7.1,cuarto
educacion primaria,mujeres,ceuta,2019,27.9,segundo
educacion universitaria,hombres,madrid,2019,39.5,primero
educacion secundaria,hombres,ceuta,2019,6.8,cuarto
educacion secundaria,mujeres,extremadura,2019,7.8,segundo
educacion secundaria,mujeres,extremadura,2019,7.9,primero
educacion secundaria,mujeres,galicia,2019,7.2,tercero
sin estudios,hombres,canarias,2019,0.9,segundo
sin estudios,hombres,canarias,2019,0.9,tercero
educacion primaria,mujeres,ceuta,2019,29.2,primero
educacion secundaria,hombres,ceuta,2019,5.6,tercero
educacion universitaria,hombres,madrid,2019,40.7,cuarto
educacion secundaria,mujeres,navarra,2019,8.5,segundo
educacion secundaria,mujeres,navarra,2019,8.4,primero
educacion secundaria,hombres,melilla,2019,8.6,primero
educacion universitaria,mujeres,aragon,2019,31.5,cuarto
educacion primaria,mujeres,ceuta,2019,26.6,tercero
educacion secundaria,hombres,cantabria,2019,15.4,segundo
educacion secundaria,hombres,ceuta,2019,6.1,primero
educacion secundaria,mujeres,valencia,2019,10.1,cuarto
educacion secundaria,hombres,cantabria,2019,15.5,primero
educacion secundaria,mujeres,extremadura,2019,8.3,tercero
educacion secundaria,mujeres,extremadura,2019,9.1,cuarto
educacion secundaria,hombres,cantabria,2019,15.4,tercero
educacion secundaria,hombres,cantabria,2019,14.4,cuarto
sin estudios,hombres,canarias,2019,0.9,primero
educacion primaria,mujeres,ceuta,2019,27.4,cuarto
educacion secundaria,mujeres,valencia,2019,10.0,tercero
educacion secundaria,mujeres,valencia,2019,9.3,segundo
educacion secundaria,mujeres,valencia,2019,9.7,primero
educacion secundaria,hombres,melilla,2019,9.1,cuarto
educacion secundaria,hombres,melilla,2019,8.5,tercero
educacion secundaria,hombres,melilla,2019,7.8,segundo
educacion secundaria,mujeres,navarra,2019,8.4,tercero
educacion secundaria,mujeres,navarra,2019,8.6,cuarto
educacion universitaria,hombres,madrid,2019,40.1,segundo
educacion secundaria,hombres,ceuta,2019,5.9,segundo
educacion universitaria,hombres,madrid,2019,41.0,tercero
sin estudios,hombres,cantabria,2019,0.4,segundo
educacion universitaria,mujeres,aragon,2019,30.8,tercero
educacion secundaria,mujeres,madrid,2019,6.3,cuarto
educacion secundaria,mujeres,madrid,2019,6.0,tercero
sin estudios,hombres,galicia,2019,0.7,primero
