Nivel de formación alcanzado	Sexo	Comunidades y Ciudades Autónomas	Periodo	Total
Segunda etapa de educación secundaria, con orientación general	Mujeres	14 Murcia, Región de	2017T1	11,4
Segunda etapa de educación secundaria, con orientación general	Mujeres	14 Murcia, Región de	2016T4	10,4
Segunda etapa de educación secundaria, con orientación general	Mujeres	14 Murcia, Región de	2016T3	11,1
Segunda etapa de educación secundaria, con orientación general	Mujeres	14 Murcia, Región de	2016T2	12,1
Segunda etapa de educación secundaria, con orientación general	Mujeres	14 Murcia, Región de	2016T1	11,8
Segunda etapa de educación secundaria, con orientación general	Mujeres	14 Murcia, Región de	2015T4	11,7
Segunda etapa de educación secundaria, con orientación general	Mujeres	14 Murcia, Región de	2015T3	12,6
Segunda etapa de educación secundaria, con orientación general	Mujeres	14 Murcia, Región de	2015T2	12,7
Segunda etapa de educación secundaria, con orientación general	Mujeres	14 Murcia, Región de	2015T1	13,0
Segunda etapa de educación secundaria, con orientación general	Mujeres	14 Murcia, Región de	2014T4	11,9
Segunda etapa de educación secundaria, con orientación general	Mujeres	14 Murcia, Región de	2014T3	13,0
Segunda etapa de educación secundaria, con orientación general	Mujeres	14 Murcia, Región de	2014T2	12,6
Segunda etapa de educación secundaria, con orientación general	Mujeres	14 Murcia, Región de	2014T1	12,4
Segunda etapa de educación secundaria, con orientación general	Mujeres	15 Navarra, Comunidad Foral de	2023T3	15,4
Segunda etapa de educación secundaria, con orientación general	Mujeres	15 Navarra, Comunidad Foral de	2023T2	14,2
Segunda etapa de educación secundaria, con orientación general	Mujeres	15 Navarra, Comunidad Foral de	2023T1	14,1
Segunda etapa de educación secundaria, con orientación general	Mujeres	15 Navarra, Comunidad Foral de	2022T4	13,5
Segunda etapa de educación secundaria, con orientación general	Mujeres	15 Navarra, Comunidad Foral de	2022T3	15,1
Segunda etapa de educación secundaria, con orientación general	Mujeres	15 Navarra, Comunidad Foral de	2022T2	13,7
Segunda etapa de educación secundaria, con orientación general	Mujeres	15 Navarra, Comunidad Foral de	2022T1	13,5
Segunda etapa de educación secundaria, con orientación general	Mujeres	15 Navarra, Comunidad Foral de	2021T4	13,2
Segunda etapa de educación secundaria, con orientación general	Mujeres	15 Navarra, Comunidad Foral de	2021T3	11,7
Segunda etapa de educación secundaria, con orientación general	Mujeres	15 Navarra, Comunidad Foral de	2021T2	12,9
Segunda etapa de educación secundaria, con orientación general	Mujeres	15 Navarra, Comunidad Foral de	2021T1	13,1
Segunda etapa de educación secundaria, con orientación general	Mujeres	15 Navarra, Comunidad Foral de	2020T4	13,6
Segunda etapa de educación secundaria, con orientación general	Mujeres	15 Navarra, Comunidad Foral de	2020T3	14,6
Segunda etapa de educación secundaria, con orientación general	Mujeres	15 Navarra, Comunidad Foral de	2020T2	13,9
Segunda etapa de educación secundaria, con orientación general	Mujeres	15 Navarra, Comunidad Foral de	2020T1	13,0
Segunda etapa de educación secundaria, con orientación general	Mujeres	15 Navarra, Comunidad Foral de	2019T4	14,6
Segunda etapa de educación secundaria, con orientación general	Mujeres	15 Navarra, Comunidad Foral de	2019T3	13,5
Segunda etapa de educación secundaria, con orientación general	Mujeres	15 Navarra, Comunidad Foral de	2019T2	13,6
Segunda etapa de educación secundaria, con orientación general	Mujeres	15 Navarra, Comunidad Foral de	2019T1	12,6
Segunda etapa de educación secundaria, con orientación general	Mujeres	15 Navarra, Comunidad Foral de	2018T4	12,9
Segunda etapa de educación secundaria, con orientación general	Mujeres	15 Navarra, Comunidad Foral de	2018T3	13,3
Segunda etapa de educación secundaria, con orientación general	Mujeres	15 Navarra, Comunidad Foral de	2018T2	12,9
Segunda etapa de educación secundaria, con orientación general	Mujeres	15 Navarra, Comunidad Foral de	2018T1	13,0
Segunda etapa de educación secundaria, con orientación general	Mujeres	15 Navarra, Comunidad Foral de	2017T4	12,6
Segunda etapa de educación secundaria, con orientación general	Mujeres	15 Navarra, Comunidad Foral de	2017T3	11,8
Segunda etapa de educación secundaria, con orientación general	Mujeres	15 Navarra, Comunidad Foral de	2017T2	11,0
Segunda etapa de educación secundaria, con orientación general	Mujeres	15 Navarra, Comunidad Foral de	2017T1	12,0
Segunda etapa de educación secundaria, con orientación general	Mujeres	15 Navarra, Comunidad Foral de	2016T4	12,0
Segunda etapa de educación secundaria, con orientación general	Mujeres	15 Navarra, Comunidad Foral de	2016T3	11,9
Segunda etapa de educación secundaria, con orientación general	Mujeres	15 Navarra, Comunidad Foral de	2016T2	12,5
Segunda etapa de educación secundaria, con orientación general	Mujeres	15 Navarra, Comunidad Foral de	2016T1	13,0
Segunda etapa de educación secundaria, con orientación general	Mujeres	15 Navarra, Comunidad Foral de	2015T4	12,5
Segunda etapa de educación secundaria, con orientación general	Mujeres	15 Navarra, Comunidad Foral de	2015T3	12,5
Segunda etapa de educación secundaria, con orientación general	Mujeres	15 Navarra, Comunidad Foral de	2015T2	12,0
Segunda etapa de educación secundaria, con orientación general	Mujeres	15 Navarra, Comunidad Foral de	2015T1	11,5
Segunda etapa de educación secundaria, con orientación general	Mujeres	15 Navarra, Comunidad Foral de	2014T4	11,5
Segunda etapa de educación secundaria, con orientación general	Mujeres	15 Navarra, Comunidad Foral de	2014T3	12,4
Segunda etapa de educación secundaria, con orientación general	Mujeres	15 Navarra, Comunidad Foral de	2014T2	13,0
Segunda etapa de educación secundaria, con orientación general	Mujeres	15 Navarra, Comunidad Foral de	2014T1	13,0
Segunda etapa de educación secundaria, con orientación general	Mujeres	16 País Vasco	2023T3	11,6
Segunda etapa de educación secundaria, con orientación general	Mujeres	16 País Vasco	2023T2	11,3
Segunda etapa de educación secundaria, con orientación general	Mujeres	16 País Vasco	2023T1	12,2
Segunda etapa de educación secundaria, con orientación general	Mujeres	16 País Vasco	2022T4	12,1
Segunda etapa de educación secundaria, con orientación general	Mujeres	16 País Vasco	2022T3	12,4
Segunda etapa de educación secundaria, con orientación general	Mujeres	16 País Vasco	2022T2	12,6
Segunda etapa de educación secundaria, con orientación general	Mujeres	16 País Vasco	2022T1	11,9
Segunda etapa de educación secundaria, con orientación general	Mujeres	16 País Vasco	2021T4	11,7
Segunda etapa de educación secundaria, con orientación general	Mujeres	16 País Vasco	2021T3	11,3
Segunda etapa de educación secundaria, con orientación general	Mujeres	16 País Vasco	2021T2	12,0
Segunda etapa de educación secundaria, con orientación general	Mujeres	16 País Vasco	2021T1	12,2
Segunda etapa de educación secundaria, con orientación general	Mujeres	16 País Vasco	2020T4	12,3
Segunda etapa de educación secundaria, con orientación general	Mujeres	16 País Vasco	2020T3	12,5
Segunda etapa de educación secundaria, con orientación general	Mujeres	16 País Vasco	2020T2	12,3
Segunda etapa de educación secundaria, con orientación general	Mujeres	16 País Vasco	2020T1	11,6
Segunda etapa de educación secundaria, con orientación general	Mujeres	16 País Vasco	2019T4	12,2
Segunda etapa de educación secundaria, con orientación general	Mujeres	16 País Vasco	2019T3	11,7
Segunda etapa de educación secundaria, con orientación general	Mujeres	16 País Vasco	2019T2	11,9
Segunda etapa de educación secundaria, con orientación general	Mujeres	16 País Vasco	2019T1	11,8
Segunda etapa de educación secundaria, con orientación general	Mujeres	16 País Vasco	2018T4	11,6
Segunda etapa de educación secundaria, con orientación general	Mujeres	16 País Vasco	2018T3	11,8
Segunda etapa de educación secundaria, con orientación general	Mujeres	16 País Vasco	2018T2	11,3
Segunda etapa de educación secundaria, con orientación general	Mujeres	16 País Vasco	2018T1	11,6
Segunda etapa de educación secundaria, con orientación general	Mujeres	16 País Vasco	2017T4	11,2
Segunda etapa de educación secundaria, con orientación general	Mujeres	16 País Vasco	2017T3	11,2
Segunda etapa de educación secundaria, con orientación general	Mujeres	16 País Vasco	2017T2	10,8
Segunda etapa de educación secundaria, con orientación general	Mujeres	16 País Vasco	2017T1	10,4
Segunda etapa de educación secundaria, con orientación general	Mujeres	16 País Vasco	2016T4	11,4
Segunda etapa de educación secundaria, con orientación general	Mujeres	16 País Vasco	2016T3	11,1
Segunda etapa de educación secundaria, con orientación general	Mujeres	16 País Vasco	2016T2	11,6
Segunda etapa de educación secundaria, con orientación general	Mujeres	16 País Vasco	2016T1	11,3
Segunda etapa de educación secundaria, con orientación general	Mujeres	16 País Vasco	2015T4	11,1
Segunda etapa de educación secundaria, con orientación general	Mujeres	16 País Vasco	2015T3	10,9
Segunda etapa de educación secundaria, con orientación general	Mujeres	16 País Vasco	2015T2	10,8
Segunda etapa de educación secundaria, con orientación general	Mujeres	16 País Vasco	2015T1	10,6
Segunda etapa de educación secundaria, con orientación general	Mujeres	16 País Vasco	2014T4	10,6
Segunda etapa de educación secundaria, con orientación general	Mujeres	16 País Vasco	2014T3	10,8
Segunda etapa de educación secundaria, con orientación general	Mujeres	16 País Vasco	2014T2	10,0
Segunda etapa de educación secundaria, con orientación general	Mujeres	16 País Vasco	2014T1	9,7
Segunda etapa de educación secundaria, con orientación general	Mujeres	17 Rioja, La	2023T3	13,7
Segunda etapa de educación secundaria, con orientación general	Mujeres	17 Rioja, La	2023T2	13,3
Segunda etapa de educación secundaria, con orientación general	Mujeres	17 Rioja, La	2023T1	14,5
Segunda etapa de educación secundaria, con orientación general	Mujeres	17 Rioja, La	2022T4	14,2
Segunda etapa de educación secundaria, con orientación general	Mujeres	17 Rioja, La	2022T3	14,7
Segunda etapa de educación secundaria, con orientación general	Mujeres	17 Rioja, La	2022T2	14,8
Segunda etapa de educación secundaria, con orientación general	Mujeres	17 Rioja, La	2022T1	12,5
Segunda etapa de educación secundaria, con orientación general	Mujeres	17 Rioja, La	2021T4	13,5
Segunda etapa de educación secundaria, con orientación general	Mujeres	17 Rioja, La	2021T3	13,2
Segunda etapa de educación secundaria, con orientación general	Mujeres	17 Rioja, La	2021T2	13,5
Segunda etapa de educación secundaria, con orientación general	Mujeres	17 Rioja, La	2021T1	13,2
Segunda etapa de educación secundaria, con orientación general	Mujeres	17 Rioja, La	2020T4	12,4
Segunda etapa de educación secundaria, con orientación general	Mujeres	17 Rioja, La	2020T3	13,5
Segunda etapa de educación secundaria, con orientación general	Mujeres	17 Rioja, La	2020T2	13,3
Segunda etapa de educación secundaria, con orientación general	Mujeres	17 Rioja, La	2020T1	14,0
Segunda etapa de educación secundaria, con orientación general	Mujeres	17 Rioja, La	2019T4	14,8
Segunda etapa de educación secundaria, con orientación general	Mujeres	17 Rioja, La	2019T3	13,9
Segunda etapa de educación secundaria, con orientación general	Mujeres	17 Rioja, La	2019T2	13,5
Segunda etapa de educación secundaria, con orientación general	Mujeres	17 Rioja, La	2019T1	13,2
Segunda etapa de educación secundaria, con orientación general	Mujeres	17 Rioja, La	2018T4	14,0
Segunda etapa de educación secundaria, con orientación general	Mujeres	17 Rioja, La	2018T3	13,9
Segunda etapa de educación secundaria, con orientación general	Mujeres	17 Rioja, La	2018T2	11,8
Segunda etapa de educación secundaria, con orientación general	Mujeres	17 Rioja, La	2018T1	12,8
Segunda etapa de educación secundaria, con orientación general	Mujeres	17 Rioja, La	2017T4	12,5
Segunda etapa de educación secundaria, con orientación general	Mujeres	17 Rioja, La	2017T3	13,3
Segunda etapa de educación secundaria, con orientación general	Mujeres	17 Rioja, La	2017T2	11,3
Segunda etapa de educación secundaria, con orientación general	Mujeres	17 Rioja, La	2017T1	11,4
Segunda etapa de educación secundaria, con orientación general	Mujeres	17 Rioja, La	2016T4	11,5
Segunda etapa de educación secundaria, con orientación general	Mujeres	17 Rioja, La	2016T3	11,1
Segunda etapa de educación secundaria, con orientación general	Mujeres	17 Rioja, La	2016T2	11,1
Segunda etapa de educación secundaria, con orientación general	Mujeres	17 Rioja, La	2016T1	12,0
Segunda etapa de educación secundaria, con orientación general	Mujeres	17 Rioja, La	2015T4	13,4
Segunda etapa de educación secundaria, con orientación general	Mujeres	17 Rioja, La	2015T3	14,8
Segunda etapa de educación secundaria, con orientación general	Mujeres	17 Rioja, La	2015T2	13,5
Segunda etapa de educación secundaria, con orientación general	Mujeres	17 Rioja, La	2015T1	12,4
Segunda etapa de educación secundaria, con orientación general	Mujeres	17 Rioja, La	2014T4	11,9
Segunda etapa de educación secundaria, con orientación general	Mujeres	17 Rioja, La	2014T3	11,8
Segunda etapa de educación secundaria, con orientación general	Mujeres	17 Rioja, La	2014T2	12,2
Segunda etapa de educación secundaria, con orientación general	Mujeres	17 Rioja, La	2014T1	13,0
Segunda etapa de educación secundaria, con orientación general	Mujeres	18 Ceuta	2023T3	12,2
Segunda etapa de educación secundaria, con orientación general	Mujeres	18 Ceuta	2023T2	10,9
Segunda etapa de educación secundaria, con orientación general	Mujeres	18 Ceuta	2023T1	12,9
Segunda etapa de educación secundaria, con orientación general	Mujeres	18 Ceuta	2022T4	15,9
Segunda etapa de educación secundaria, con orientación general	Mujeres	18 Ceuta	2022T3	15,9
Segunda etapa de educación secundaria, con orientación general	Mujeres	18 Ceuta	2022T2	15,3
Segunda etapa de educación secundaria, con orientación general	Mujeres	18 Ceuta	2022T1	16,0
Segunda etapa de educación secundaria, con orientación general	Mujeres	18 Ceuta	2021T4	20,9
Segunda etapa de educación secundaria, con orientación general	Mujeres	18 Ceuta	2021T3	19,7
Segunda etapa de educación secundaria, con orientación general	Mujeres	18 Ceuta	2021T2	20,9
Segunda etapa de educación secundaria, con orientación general	Mujeres	18 Ceuta	2021T1	19,0
Segunda etapa de educación secundaria, con orientación general	Mujeres	18 Ceuta	2020T4	15,0
Segunda etapa de educación secundaria, con orientación general	Mujeres	18 Ceuta	2020T3	16,1
Segunda etapa de educación secundaria, con orientación general	Mujeres	18 Ceuta	2020T2	16,8
Segunda etapa de educación secundaria, con orientación general	Mujeres	18 Ceuta	2020T1	14,7
Segunda etapa de educación secundaria, con orientación general	Mujeres	18 Ceuta	2019T4	14,4
Segunda etapa de educación secundaria, con orientación general	Mujeres	18 Ceuta	2019T3	15,6
Segunda etapa de educación secundaria, con orientación general	Mujeres	18 Ceuta	2019T2	12,8
Segunda etapa de educación secundaria, con orientación general	Mujeres	18 Ceuta	2019T1	12,2
Segunda etapa de educación secundaria, con orientación general	Mujeres	18 Ceuta	2018T4	10,3
Segunda etapa de educación secundaria, con orientación general	Mujeres	18 Ceuta	2018T3	9,7
Segunda etapa de educación secundaria, con orientación general	Mujeres	18 Ceuta	2018T2	8,5
Segunda etapa de educación secundaria, con orientación general	Mujeres	18 Ceuta	2018T1	10,2
Segunda etapa de educación secundaria, con orientación general	Mujeres	18 Ceuta	2017T4	11,1
Segunda etapa de educación secundaria, con orientación general	Mujeres	18 Ceuta	2017T3	11,7
Segunda etapa de educación secundaria, con orientación general	Mujeres	18 Ceuta	2017T2	13,6
Segunda etapa de educación secundaria, con orientación general	Mujeres	18 Ceuta	2017T1	12,5
Segunda etapa de educación secundaria, con orientación general	Mujeres	18 Ceuta	2016T4	13,4
Segunda etapa de educación secundaria, con orientación general	Mujeres	18 Ceuta	2016T3	11,8
Segunda etapa de educación secundaria, con orientación general	Mujeres	18 Ceuta	2016T2	10,4
Segunda etapa de educación secundaria, con orientación general	Mujeres	18 Ceuta	2016T1	11,0
Segunda etapa de educación secundaria, con orientación general	Mujeres	18 Ceuta	2015T4	12,1
Segunda etapa de educación secundaria, con orientación general	Mujeres	18 Ceuta	2015T3	12,6
Segunda etapa de educación secundaria, con orientación general	Mujeres	18 Ceuta	2015T2	12,1
Segunda etapa de educación secundaria, con orientación general	Mujeres	18 Ceuta	2015T1	12,4
Segunda etapa de educación secundaria, con orientación general	Mujeres	18 Ceuta	2014T4	13,0
Segunda etapa de educación secundaria, con orientación general	Mujeres	18 Ceuta	2014T3	13,0
Segunda etapa de educación secundaria, con orientación general	Mujeres	18 Ceuta	2014T2	11,5
Segunda etapa de educación secundaria, con orientación general	Mujeres	18 Ceuta	2014T1	8,9
Segunda etapa de educación secundaria, con orientación general	Mujeres	19 Melilla	2023T3	15,4
Segunda etapa de educación secundaria, con orientación general	Mujeres	19 Melilla	2023T2	13,4
Segunda etapa de educación secundaria, con orientación general	Mujeres	19 Melilla	2023T1	15,0
Segunda etapa de educación secundaria, con orientación general	Mujeres	19 Melilla	2022T4	13,7
Segunda etapa de educación secundaria, con orientación general	Mujeres	19 Melilla	2022T3	13,9
Segunda etapa de educación secundaria, con orientación general	Mujeres	19 Melilla	2022T2	12,8
Segunda etapa de educación secundaria, con orientación general	Mujeres	19 Melilla	2022T1	10,7
Segunda etapa de educación secundaria, con orientación general	Mujeres	19 Melilla	2021T4	13,3
Segunda etapa de educación secundaria, con orientación general	Mujeres	19 Melilla	2021T3	11,6
Segunda etapa de educación secundaria, con orientación general	Mujeres	19 Melilla	2021T2	14,8
Segunda etapa de educación secundaria, con orientación general	Mujeres	19 Melilla	2021T1	12,0
Segunda etapa de educación secundaria, con orientación general	Mujeres	19 Melilla	2020T4	14,9
Segunda etapa de educación secundaria, con orientación general	Mujeres	19 Melilla	2020T3	16,0
Segunda etapa de educación secundaria, con orientación general	Mujeres	19 Melilla	2020T2	13,3
Segunda etapa de educación secundaria, con orientación general	Mujeres	19 Melilla	2020T1	10,2
Segunda etapa de educación secundaria, con orientación general	Mujeres	19 Melilla	2019T4	11,3
Segunda etapa de educación secundaria, con orientación general	Mujeres	19 Melilla	2019T3	10,9
Segunda etapa de educación secundaria, con orientación general	Mujeres	19 Melilla	2019T2	10,7
Segunda etapa de educación secundaria, con orientación general	Mujeres	19 Melilla	2019T1	9,1
Segunda etapa de educación secundaria, con orientación general	Mujeres	19 Melilla	2018T4	12,4
Segunda etapa de educación secundaria, con orientación general	Mujeres	19 Melilla	2018T3	14,1
Segunda etapa de educación secundaria, con orientación general	Mujeres	19 Melilla	2018T2	17,0
Segunda etapa de educación secundaria, con orientación general	Mujeres	19 Melilla	2018T1	18,9
Segunda etapa de educación secundaria, con orientación general	Mujeres	19 Melilla	2017T4	19,3
Segunda etapa de educación secundaria, con orientación general	Mujeres	19 Melilla	2017T3	17,5
Segunda etapa de educación secundaria, con orientación general	Mujeres	19 Melilla	2017T2	17,8
Segunda etapa de educación secundaria, con orientación general	Mujeres	19 Melilla	2017T1	17,0
Segunda etapa de educación secundaria, con orientación general	Mujeres	19 Melilla	2016T4	14,7
Segunda etapa de educación secundaria, con orientación general	Mujeres	19 Melilla	2016T3	16,1
Segunda etapa de educación secundaria, con orientación general	Mujeres	19 Melilla	2016T2	17,5
Segunda etapa de educación secundaria, con orientación general	Mujeres	19 Melilla	2016T1	13,5
Segunda etapa de educación secundaria, con orientación general	Mujeres	19 Melilla	2015T4	14,7
Segunda etapa de educación secundaria, con orientación general	Mujeres	19 Melilla	2015T3	14,5
Segunda etapa de educación secundaria, con orientación general	Mujeres	19 Melilla	2015T2	13,3
Segunda etapa de educación secundaria, con orientación general	Mujeres	19 Melilla	2015T1	14,9
Segunda etapa de educación secundaria, con orientación general	Mujeres	19 Melilla	2014T4	16,0
Segunda etapa de educación secundaria, con orientación general	Mujeres	19 Melilla	2014T3	15,8
Segunda etapa de educación secundaria, con orientación general	Mujeres	19 Melilla	2014T2	16,1
Segunda etapa de educación secundaria, con orientación general	Mujeres	19 Melilla	2014T1	13,6
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Hombres	01 Andalucía	2023T3	8,8
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Hombres	01 Andalucía	2023T2	8,4
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Hombres	01 Andalucía	2023T1	8,2
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Hombres	01 Andalucía	2022T4	8,0
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Hombres	01 Andalucía	2022T3	8,4
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Hombres	01 Andalucía	2022T2	8,6
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Hombres	01 Andalucía	2022T1	8,7
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Hombres	01 Andalucía	2021T4	8,7
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Hombres	01 Andalucía	2021T3	8,9
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Hombres	01 Andalucía	2021T2	8,5
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Hombres	01 Andalucía	2021T1	8,1
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Hombres	01 Andalucía	2020T4	7,8
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Hombres	01 Andalucía	2020T3	8,0
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Hombres	01 Andalucía	2020T2	7,8
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Hombres	01 Andalucía	2020T1	8,3
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Hombres	01 Andalucía	2019T4	8,1
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Hombres	01 Andalucía	2019T3	7,8
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Hombres	01 Andalucía	2019T2	8,1
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Hombres	01 Andalucía	2019T1	8,1
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Hombres	01 Andalucía	2018T4	7,7
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Hombres	01 Andalucía	2018T3	7,6
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Hombres	01 Andalucía	2018T2	7,4
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Hombres	01 Andalucía	2018T1	7,3
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Hombres	01 Andalucía	2017T4	7,0
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Hombres	01 Andalucía	2017T3	7,0
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Hombres	01 Andalucía	2017T2	7,0
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Hombres	01 Andalucía	2017T1	7,0
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Hombres	01 Andalucía	2016T4	7,0
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Hombres	01 Andalucía	2016T3	7,1
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Hombres	01 Andalucía	2016T2	7,2
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Hombres	01 Andalucía	2016T1	7,0
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Hombres	01 Andalucía	2015T4	7,2
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Hombres	01 Andalucía	2015T3	7,0
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Hombres	01 Andalucía	2015T2	6,8
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Hombres	01 Andalucía	2015T1	6,9
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Hombres	01 Andalucía	2014T4	7,0
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Hombres	01 Andalucía	2014T3	7,0
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Hombres	01 Andalucía	2014T2	7,0
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Hombres	01 Andalucía	2014T1	6,8
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Hombres	02 Aragón	2023T3	11,4
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Hombres	02 Aragón	2023T2	10,8
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Hombres	02 Aragón	2023T1	10,4
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Hombres	02 Aragón	2022T4	10,5
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Hombres	02 Aragón	2022T3	10,7
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Hombres	02 Aragón	2022T2	11,3
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Hombres	02 Aragón	2022T1	11,5
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Hombres	02 Aragón	2021T4	12,6
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Hombres	02 Aragón	2021T3	12,2
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Hombres	02 Aragón	2021T2	12,5
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Hombres	02 Aragón	2021T1	12,5
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Hombres	02 Aragón	2020T4	13,0
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Hombres	02 Aragón	2020T3	12,3
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Hombres	02 Aragón	2020T2	11,4
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Hombres	02 Aragón	2020T1	12,0
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Hombres	02 Aragón	2019T4	11,2
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Hombres	02 Aragón	2019T3	11,1
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Hombres	02 Aragón	2019T2	11,3
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Hombres	02 Aragón	2019T1	11,0
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Hombres	02 Aragón	2018T4	10,5
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Hombres	02 Aragón	2018T3	10,4
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Hombres	02 Aragón	2018T2	10,4
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Hombres	02 Aragón	2018T1	10,0
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Hombres	02 Aragón	2017T4	10,4
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Hombres	02 Aragón	2017T3	10,7
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Hombres	02 Aragón	2017T2	10,0
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Hombres	02 Aragón	2017T1	10,0
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Hombres	02 Aragón	2016T4	9,5
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Hombres	02 Aragón	2016T3	10,0
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Hombres	02 Aragón	2016T2	9,7
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Hombres	02 Aragón	2016T1	9,4
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Hombres	02 Aragón	2015T4	9,2
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Hombres	02 Aragón	2015T3	9,3
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Hombres	02 Aragón	2015T2	8,3
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Hombres	02 Aragón	2015T1	8,9
