Tipo de infracción;Comunidades y ciudades autónomas;Periodo;Total
Daños;Castilla y León;2017;20
Daños;Castilla y León;2016;15
Daños;Castilla y León;2015;11
Daños;Castilla - La Mancha;2022;20
Daños;Castilla - La Mancha;2021;18
Daños;Castilla - La Mancha;2020;15
Daños;Castilla - La Mancha;2019;21
Daños;Castilla - La Mancha;2018;14
Daños;Castilla - La Mancha;2017;12
Daños;Castilla - La Mancha;2016;7
Daños;Castilla - La Mancha;2015;9
Daños;Cataluña;2022;143
Daños;Cataluña;2021;139
Daños;Cataluña;2020;92
Daños;Cataluña;2019;91
Daños;Cataluña;2018;118
Daños;Cataluña;2017;93
Daños;Cataluña;2016;62
Daños;Cataluña;2015;33
Daños;Comunitat Valenciana;2022;121
Daños;Comunitat Valenciana;2021;104
Daños;Comunitat Valenciana;2020;78
Daños;Comunitat Valenciana;2019;106
Daños;Comunitat Valenciana;2018;83
Daños;Comunitat Valenciana;2017;66
Daños;Comunitat Valenciana;2016;57
Daños;Comunitat Valenciana;2015;37
Daños;Extremadura;2022;15
Daños;Extremadura;2021;13
Daños;Extremadura;2020;8
Daños;Extremadura;2019;12
Daños;Extremadura;2018;8
Daños;Extremadura;2017;4
Daños;Extremadura;2016;6
Daños;Extremadura;2015;7
Daños;Galicia;2022;37
Daños;Galicia;2021;48
Daños;Galicia;2020;36
Daños;Galicia;2019;45
Daños;Galicia;2018;40
Daños;Galicia;2017;30
Daños;Galicia;2016;21
Daños;Galicia;2015;10
Daños;Madrid, Comunidad de;2022;77
Daños;Madrid, Comunidad de;2021;73
Daños;Madrid, Comunidad de;2020;55
Daños;Madrid, Comunidad de;2019;68
Daños;Madrid, Comunidad de;2018;47
Daños;Madrid, Comunidad de;2017;45
Daños;Madrid, Comunidad de;2016;20
Daños;Madrid, Comunidad de;2015;11
Daños;Murcia, Región de;2022;28
Daños;Murcia, Región de;2021;27
Daños;Murcia, Región de;2020;23
Daños;Murcia, Región de;2019;29
Daños;Murcia, Región de;2018;38
Daños;Murcia, Región de;2017;28
Daños;Murcia, Región de;2016;19
Daños;Murcia, Región de;2015;14
Daños;Navarra, Comunidad Foral de;2022;17
Daños;Navarra, Comunidad Foral de;2021;8
Daños;Navarra, Comunidad Foral de;2020;3
Daños;Navarra, Comunidad Foral de;2019;10
Daños;Navarra, Comunidad Foral de;2018;6
Daños;Navarra, Comunidad Foral de;2017;3
Daños;Navarra, Comunidad Foral de;2016;4
Daños;Navarra, Comunidad Foral de;2015;3
Daños;País Vasco;2022;26
Daños;País Vasco;2021;24
Daños;País Vasco;2020;18
Daños;País Vasco;2019;21
Daños;País Vasco;2018;16
Daños;País Vasco;2017;24
Daños;País Vasco;2016;10
Daños;País Vasco;2015;2
Daños;Rioja, La;2022;3
Daños;Rioja, La;2021;7
Daños;Rioja, La;2020;2
Daños;Rioja, La;2019;8
Daños;Rioja, La;2018;4
Daños;Rioja, La;2017;6
Daños;Rioja, La;2016;1
Daños;Rioja, La;2015;3
Daños;Ceuta;2022;0
Daños;Ceuta;2021;1
Daños;Ceuta;2020;0
Daños;Ceuta;2019;1
Daños;Ceuta;2018;0
Daños;Ceuta;2017;0
Daños;Ceuta;2016;0
Daños;Ceuta;2015;0
Daños;Melilla;2022;2
Daños;Melilla;2021;1
Daños;Melilla;2020;4
Daños;Melilla;2019;1
Daños;Melilla;2018;1
Daños;Melilla;2017;1
Daños;Melilla;2016;0
Daños;Melilla;2015;0
Quebrantamiento de condena;Andalucía;2022;1.599
Quebrantamiento de condena;Andalucía;2021;1.503
Quebrantamiento de condena;Andalucía;2020;1.182
Quebrantamiento de condena;Andalucía;2019;1.291
Quebrantamiento de condena;Andalucía;2018;1.082
Quebrantamiento de condena;Andalucía;2017;993
Quebrantamiento de condena;Andalucía;2016;740
Quebrantamiento de condena;Andalucía;2015;510
Quebrantamiento de condena;Aragón;2022;257
Quebrantamiento de condena;Aragón;2021;215
Quebrantamiento de condena;Aragón;2020;143
Quebrantamiento de condena;Aragón;2019;156
Quebrantamiento de condena;Aragón;2018;156
Quebrantamiento de condena;Aragón;2017;120
Quebrantamiento de condena;Aragón;2016;123
Quebrantamiento de condena;Aragón;2015;31
Quebrantamiento de condena;Asturias, Principado de;2022;247
Quebrantamiento de condena;Asturias, Principado de;2021;212
Quebrantamiento de condena;Asturias, Principado de;2020;130
Quebrantamiento de condena;Asturias, Principado de;2019;215
Quebrantamiento de condena;Asturias, Principado de;2018;176
Quebrantamiento de condena;Asturias, Principado de;2017;186
Quebrantamiento de condena;Asturias, Principado de;2016;160
Quebrantamiento de condena;Asturias, Principado de;2015;117
Quebrantamiento de condena;Balears, Illes;2022;399
Quebrantamiento de condena;Balears, Illes;2021;381
Quebrantamiento de condena;Balears, Illes;2020;271
Quebrantamiento de condena;Balears, Illes;2019;310
Quebrantamiento de condena;Balears, Illes;2018;265
Quebrantamiento de condena;Balears, Illes;2017;244
Quebrantamiento de condena;Balears, Illes;2016;263
Quebrantamiento de condena;Balears, Illes;2015;97
Quebrantamiento de condena;Canarias;2022;718
Quebrantamiento de condena;Canarias;2021;607
Quebrantamiento de condena;Canarias;2020;500
Quebrantamiento de condena;Canarias;2019;514
Quebrantamiento de condena;Canarias;2018;419
Quebrantamiento de condena;Canarias;2017;416
Quebrantamiento de condena;Canarias;2016;365
Quebrantamiento de condena;Canarias;2015;194
Quebrantamiento de condena;Cantabria;2022;125
Quebrantamiento de condena;Cantabria;2021;92
Quebrantamiento de condena;Cantabria;2020;90
Quebrantamiento de condena;Cantabria;2019;106
Quebrantamiento de condena;Cantabria;2018;120
Quebrantamiento de condena;Cantabria;2017;78
Quebrantamiento de condena;Cantabria;2016;48
Quebrantamiento de condena;Cantabria;2015;23
Quebrantamiento de condena;Castilla y León;2022;281
Quebrantamiento de condena;Castilla y León;2021;255
Quebrantamiento de condena;Castilla y León;2020;186
Quebrantamiento de condena;Castilla y León;2019;239
Quebrantamiento de condena;Castilla y León;2018;231
Quebrantamiento de condena;Castilla y León;2017;231
Quebrantamiento de condena;Castilla y León;2016;184
Quebrantamiento de condena;Castilla y León;2015;143
Quebrantamiento de condena;Castilla - La Mancha;2022;409
Quebrantamiento de condena;Castilla - La Mancha;2021;335
Quebrantamiento de condena;Castilla - La Mancha;2020;235
Quebrantamiento de condena;Castilla - La Mancha;2019;284
Quebrantamiento de condena;Castilla - La Mancha;2018;217
Quebrantamiento de condena;Castilla - La Mancha;2017;181
Quebrantamiento de condena;Castilla - La Mancha;2016;176
Quebrantamiento de condena;Castilla - La Mancha;2015;116
Quebrantamiento de condena;Cataluña;2022;1.123
Quebrantamiento de condena;Cataluña;2021;1.180
Quebrantamiento de condena;Cataluña;2020;855
Quebrantamiento de condena;Cataluña;2019;999
Quebrantamiento de condena;Cataluña;2018;861
Quebrantamiento de condena;Cataluña;2017;758
Quebrantamiento de condena;Cataluña;2016;757
Quebrantamiento de condena;Cataluña;2015;506
Quebrantamiento de condena;Comunitat Valenciana;2022;1.508
Quebrantamiento de condena;Comunitat Valenciana;2021;1.388
Quebrantamiento de condena;Comunitat Valenciana;2020;1.118
Quebrantamiento de condena;Comunitat Valenciana;2019;1.206
Quebrantamiento de condena;Comunitat Valenciana;2018;1.063
Quebrantamiento de condena;Comunitat Valenciana;2017;1.013
Quebrantamiento de condena;Comunitat Valenciana;2016;852
Quebrantamiento de condena;Comunitat Valenciana;2015;554
Quebrantamiento de condena;Extremadura;2022;202
Quebrantamiento de condena;Extremadura;2021;164
Quebrantamiento de condena;Extremadura;2020;182
Quebrantamiento de condena;Extremadura;2019;132
Quebrantamiento de condena;Extremadura;2018;97
Quebrantamiento de condena;Extremadura;2017;90
Quebrantamiento de condena;Extremadura;2016;80
Quebrantamiento de condena;Extremadura;2015;82
Quebrantamiento de condena;Galicia;2022;369
Quebrantamiento de condena;Galicia;2021;353
Quebrantamiento de condena;Galicia;2020;279
Quebrantamiento de condena;Galicia;2019;394
Quebrantamiento de condena;Galicia;2018;272
Quebrantamiento de condena;Galicia;2017;216
Quebrantamiento de condena;Galicia;2016;179
Quebrantamiento de condena;Galicia;2015;154
Quebrantamiento de condena;Madrid, Comunidad de;2022;1.108
Quebrantamiento de condena;Madrid, Comunidad de;2021;933
Quebrantamiento de condena;Madrid, Comunidad de;2020;663
Quebrantamiento de condena;Madrid, Comunidad de;2019;834
Quebrantamiento de condena;Madrid, Comunidad de;2018;681
Quebrantamiento de condena;Madrid, Comunidad de;2017;644
Quebrantamiento de condena;Madrid, Comunidad de;2016;513
Quebrantamiento de condena;Madrid, Comunidad de;2015;417
Quebrantamiento de condena;Murcia, Región de;2022;490
Quebrantamiento de condena;Murcia, Región de;2021;417
Quebrantamiento de condena;Murcia, Región de;2020;281
Quebrantamiento de condena;Murcia, Región de;2019;295
Quebrantamiento de condena;Murcia, Región de;2018;330
Quebrantamiento de condena;Murcia, Región de;2017;226
Quebrantamiento de condena;Murcia, Región de;2016;241
Quebrantamiento de condena;Murcia, Región de;2015;102
Quebrantamiento de condena;Navarra, Comunidad Foral de;2022;200
Quebrantamiento de condena;Navarra, Comunidad Foral de;2021;171
Quebrantamiento de condena;Navarra, Comunidad Foral de;2020;104
Quebrantamiento de condena;Navarra, Comunidad Foral de;2019;127
Quebrantamiento de condena;Navarra, Comunidad Foral de;2018;130
Quebrantamiento de condena;Navarra, Comunidad Foral de;2017;106
Quebrantamiento de condena;Navarra, Comunidad Foral de;2016;72
Quebrantamiento de condena;Navarra, Comunidad Foral de;2015;28
Quebrantamiento de condena;País Vasco;2022;600
Quebrantamiento de condena;País Vasco;2021;453
Quebrantamiento de condena;País Vasco;2020;331
Quebrantamiento de condena;País Vasco;2019;433
Quebrantamiento de condena;País Vasco;2018;341
Quebrantamiento de condena;País Vasco;2017;313
Quebrantamiento de condena;País Vasco;2016;279
Quebrantamiento de condena;País Vasco;2015;212
Quebrantamiento de condena;Rioja, La;2022;134
Quebrantamiento de condena;Rioja, La;2021;71
Quebrantamiento de condena;Rioja, La;2020;38
Quebrantamiento de condena;Rioja, La;2019;68
Quebrantamiento de condena;Rioja, La;2018;66
Quebrantamiento de condena;Rioja, La;2017;45
Quebrantamiento de condena;Rioja, La;2016;39
Quebrantamiento de condena;Rioja, La;2015;17
Quebrantamiento de condena;Ceuta;2022;21
Quebrantamiento de condena;Ceuta;2021;22
Quebrantamiento de condena;Ceuta;2020;14
Quebrantamiento de condena;Ceuta;2019;6
Quebrantamiento de condena;Ceuta;2018;11
Quebrantamiento de condena;Ceuta;2017;7
Quebrantamiento de condena;Ceuta;2016;6
Quebrantamiento de condena;Ceuta;2015;7
Quebrantamiento de condena;Melilla;2022;20
Quebrantamiento de condena;Melilla;2021;15
Quebrantamiento de condena;Melilla;2020;5
Quebrantamiento de condena;Melilla;2019;10
Quebrantamiento de condena;Melilla;2018;11
Quebrantamiento de condena;Melilla;2017;12
Quebrantamiento de condena;Melilla;2016;4
Quebrantamiento de condena;Melilla;2015;2
Otros delitos sin especificar;Andalucía;2022;109
Otros delitos sin especificar;Andalucía;2021;99
Otros delitos sin especificar;Andalucía;2020;70
Otros delitos sin especificar;Andalucía;2019;117
Otros delitos sin especificar;Andalucía;2018;92
Otros delitos sin especificar;Andalucía;2017;127
Otros delitos sin especificar;Andalucía;2016;92
Otros delitos sin especificar;Andalucía;2015;108
Otros delitos sin especificar;Aragón;2022;12
Otros delitos sin especificar;Aragón;2021;26
Otros delitos sin especificar;Aragón;2020;11
Otros delitos sin especificar;Aragón;2019;15
Otros delitos sin especificar;Aragón;2018;14
Otros delitos sin especificar;Aragón;2017;16
Otros delitos sin especificar;Aragón;2016;4
Otros delitos sin especificar;Aragón;2015;6
Otros delitos sin especificar;Asturias, Principado de;2022;19
Otros delitos sin especificar;Asturias, Principado de;2021;7
Otros delitos sin especificar;Asturias, Principado de;2020;3
Otros delitos sin especificar;Asturias, Principado de;2019;11
Otros delitos sin especificar;Asturias, Principado de;2018;11
Otros delitos sin especificar;Asturias, Principado de;2017;8
Otros delitos sin especificar;Asturias, Principado de;2016;7
Otros delitos sin especificar;Asturias, Principado de;2015;6
Otros delitos sin especificar;Balears, Illes;2022;17
Otros delitos sin especificar;Balears, Illes;2021;16
Otros delitos sin especificar;Balears, Illes;2020;12
Otros delitos sin especificar;Balears, Illes;2019;29
Otros delitos sin especificar;Balears, Illes;2018;9
Otros delitos sin especificar;Balears, Illes;2017;19
Otros delitos sin especificar;Balears, Illes;2016;21
Otros delitos sin especificar;Balears, Illes;2015;10
Otros delitos sin especificar;Canarias;2022;33
Otros delitos sin especificar;Canarias;2021;26
Otros delitos sin especificar;Canarias;2020;30
Otros delitos sin especificar;Canarias;2019;29
Otros delitos sin especificar;Canarias;2018;32
Otros delitos sin especificar;Canarias;2017;24
Otros delitos sin especificar;Canarias;2016;10
Otros delitos sin especificar;Canarias;2015;18
Otros delitos sin especificar;Cantabria;2022;9
Otros delitos sin especificar;Cantabria;2021;2
Otros delitos sin especificar;Cantabria;2020;5
Otros delitos sin especificar;Cantabria;2019;8
Otros delitos sin especificar;Cantabria;2018;10
Otros delitos sin especificar;Cantabria;2017;7
Otros delitos sin especificar;Cantabria;2016;4
Otros delitos sin especificar;Cantabria;2015;8
Otros delitos sin especificar;Castilla y León;2022;44
Otros delitos sin especificar;Castilla y León;2021;30
Otros delitos sin especificar;Castilla y León;2020;19
Otros delitos sin especificar;Castilla y León;2019;37
Otros delitos sin especificar;Castilla y León;2018;30
Otros delitos sin especificar;Castilla y León;2017;21
Otros delitos sin especificar;Castilla y León;2016;27
Otros delitos sin especificar;Castilla y León;2015;21
Otros delitos sin especificar;Castilla - La Mancha;2022;21
Otros delitos sin especificar;Castilla - La Mancha;2021;26
Otros delitos sin especificar;Castilla - La Mancha;2020;10
Otros delitos sin especificar;Castilla - La Mancha;2019;16
Otros delitos sin especificar;Castilla - La Mancha;2018;13
Otros delitos sin especificar;Castilla - La Mancha;2017;9
Otros delitos sin especificar;Castilla - La Mancha;2016;25
Otros delitos sin especificar;Castilla - La Mancha;2015;14
Otros delitos sin especificar;Cataluña;2022;175
Otros delitos sin especificar;Cataluña;2021;67
Otros delitos sin especificar;Cataluña;2020;64
Otros delitos sin especificar;Cataluña;2019;69
Otros delitos sin especificar;Cataluña;2018;64
Otros delitos sin especificar;Cataluña;2017;50
Otros delitos sin especificar;Cataluña;2016;65
Otros delitos sin especificar;Cataluña;2015;60
Otros delitos sin especificar;Comunitat Valenciana;2022;80
Otros delitos sin especificar;Comunitat Valenciana;2021;79
Otros delitos sin especificar;Comunitat Valenciana;2020;43
Otros delitos sin especificar;Comunitat Valenciana;2019;67
Otros delitos sin especificar;Comunitat Valenciana;2018;53
Otros delitos sin especificar;Comunitat Valenciana;2017;52
Otros delitos sin especificar;Comunitat Valenciana;2016;49
Otros delitos sin especificar;Comunitat Valenciana;2015;41
Otros delitos sin especificar;Extremadura;2022;10
Otros delitos sin especificar;Extremadura;2021;11
Otros delitos sin especificar;Extremadura;2020;15
Otros delitos sin especificar;Extremadura;2019;8
Otros delitos sin especificar;Extremadura;2018;6
Otros delitos sin especificar;Extremadura;2017;13
Otros delitos sin especificar;Extremadura;2016;11
Otros delitos sin especificar;Extremadura;2015;13
Otros delitos sin especificar;Galicia;2022;36
Otros delitos sin especificar;Galicia;2021;28
Otros delitos sin especificar;Galicia;2020;23
Otros delitos sin especificar;Galicia;2019;25
Otros delitos sin especificar;Galicia;2018;17
Otros delitos sin especificar;Galicia;2017;26
Otros delitos sin especificar;Galicia;2016;22
Otros delitos sin especificar;Galicia;2015;26
Otros delitos sin especificar;Madrid, Comunidad de;2022;51
Otros delitos sin especificar;Madrid, Comunidad de;2021;59
Otros delitos sin especificar;Madrid, Comunidad de;2020;43
Otros delitos sin especificar;Madrid, Comunidad de;2019;41
Otros delitos sin especificar;Madrid, Comunidad de;2018;42
Otros delitos sin especificar;Madrid, Comunidad de;2017;35
Otros delitos sin especificar;Madrid, Comunidad de;2016;32
Otros delitos sin especificar;Madrid, Comunidad de;2015;47
Otros delitos sin especificar;Murcia, Región de;2022;29
Otros delitos sin especificar;Murcia, Región de;2021;27
Otros delitos sin especificar;Murcia, Región de;2020;20
Otros delitos sin especificar;Murcia, Región de;2019;17
Otros delitos sin especificar;Murcia, Región de;2018;29
Otros delitos sin especificar;Murcia, Región de;2017;12
Otros delitos sin especificar;Murcia, Región de;2016;15
Otros delitos sin especificar;Murcia, Región de;2015;12
Otros delitos sin especificar;Navarra, Comunidad Foral de;2022;16
Otros delitos sin especificar;Navarra, Comunidad Foral de;2021;14
Otros delitos sin especificar;Navarra, Comunidad Foral de;2020;6
Otros delitos sin especificar;Navarra, Comunidad Foral de;2019;9
Otros delitos sin especificar;Navarra, Comunidad Foral de;2018;7
Otros delitos sin especificar;Navarra, Comunidad Foral de;2017;2
Otros delitos sin especificar;Navarra, Comunidad Foral de;2016;5
Otros delitos sin especificar;Navarra, Comunidad Foral de;2015;6
Otros delitos sin especificar;País Vasco;2022;53
Otros delitos sin especificar;País Vasco;2021;20
Otros delitos sin especificar;País Vasco;2020;15
Otros delitos sin especificar;País Vasco;2019;34
Otros delitos sin especificar;País Vasco;2018;16
Otros delitos sin especificar;País Vasco;2017;13
Otros delitos sin especificar;País Vasco;2016;16
Otros delitos sin especificar;País Vasco;2015;13
Otros delitos sin especificar;Rioja, La;2022;13
Otros delitos sin especificar;Rioja, La;2021;10
Otros delitos sin especificar;Rioja, La;2020;3
Otros delitos sin especificar;Rioja, La;2019;9
Otros delitos sin especificar;Rioja, La;2018;6
Otros delitos sin especificar;Rioja, La;2017;6
Otros delitos sin especificar;Rioja, La;2016;2
Otros delitos sin especificar;Rioja, La;2015;0
Otros delitos sin especificar;Ceuta;2022;4
Otros delitos sin especificar;Ceuta;2021;1
Otros delitos sin especificar;Ceuta;2020;5
Otros delitos sin especificar;Ceuta;2019;0
Otros delitos sin especificar;Ceuta;2018;0
Otros delitos sin especificar;Ceuta;2017;2
Otros delitos sin especificar;Ceuta;2016;0
Otros delitos sin especificar;Ceuta;2015;0
Otros delitos sin especificar;Melilla;2022;1
Otros delitos sin especificar;Melilla;2021;0
Otros delitos sin especificar;Melilla;2020;1
Otros delitos sin especificar;Melilla;2019;1
Otros delitos sin especificar;Melilla;2018;3
Otros delitos sin especificar;Melilla;2017;2
Otros delitos sin especificar;Melilla;2016;0
Otros delitos sin especificar;Melilla;2015;0
Faltas;Andalucía;2022;2
Faltas;Andalucía;2021;4
Faltas;Andalucía;2020;4
Faltas;Andalucía;2019;40
Faltas;Andalucía;2018;57
Faltas;Andalucía;2017;116
Faltas;Andalucía;2016;195
Faltas;Andalucía;2015;900
Faltas;Aragón;2022;0
Faltas;Aragón;2021;0
Faltas;Aragón;2020;0
Faltas;Aragón;2019;1
Faltas;Aragón;2018;0
Faltas;Aragón;2017;11
Faltas;Aragón;2016;24
Faltas;Aragón;2015;110
Faltas;Asturias, Principado de;2022;0
Faltas;Asturias, Principado de;2021;0
Faltas;Asturias, Principado de;2020;0
Faltas;Asturias, Principado de;2019;0
Faltas;Asturias, Principado de;2018;0
Faltas;Asturias, Principado de;2017;4
Faltas;Asturias, Principado de;2016;14
Faltas;Asturias, Principado de;2015;64
Faltas;Balears, Illes;2022;0
Faltas;Balears, Illes;2021;0
Faltas;Balears, Illes;2020;3
Faltas;Balears, Illes;2019;2
Faltas;Balears, Illes;2018;1
Faltas;Balears, Illes;2017;0
Faltas;Balears, Illes;2016;10
Faltas;Balears, Illes;2015;72
Faltas;Canarias;2022;0
Faltas;Canarias;2021;1
Faltas;Canarias;2020;0
Faltas;Canarias;2019;7
Faltas;Canarias;2018;8
Faltas;Canarias;2017;10
Faltas;Canarias;2016;27
Faltas;Canarias;2015;302
Faltas;Cantabria;2022;0
Faltas;Cantabria;2021;0
Faltas;Cantabria;2020;0
Faltas;Cantabria;2019;0
Faltas;Cantabria;2018;2
Faltas;Cantabria;2017;6
Faltas;Cantabria;2016;15
Faltas;Cantabria;2015;55
Faltas;Castilla y León;2022;0
Faltas;Castilla y León;2021;0
Faltas;Castilla y León;2020;0
Faltas;Castilla y León;2019;6
Faltas;Castilla y León;2018;2
Faltas;Castilla y León;2017;14
Faltas;Castilla y León;2016;56
Faltas;Castilla y León;2015;183
Faltas;Castilla - La Mancha;2022;0
Faltas;Castilla - La Mancha;2021;1
Faltas;Castilla - La Mancha;2020;6
Faltas;Castilla - La Mancha;2019;2
Faltas;Castilla - La Mancha;2018;16
Faltas;Castilla - La Mancha;2017;15
Faltas;Castilla - La Mancha;2016;30
Faltas;Castilla - La Mancha;2015;127
Faltas;Cataluña;2022;0
Faltas;Cataluña;2021;0
Faltas;Cataluña;2020;1
Faltas;Cataluña;2019;3
Faltas;Cataluña;2018;16
Faltas;Cataluña;2017;36
Faltas;Cataluña;2016;121
Faltas;Cataluña;2015;489
Faltas;Comunitat Valenciana;2022;0
Faltas;Comunitat Valenciana;2021;0
Faltas;Comunitat Valenciana;2020;1
Faltas;Comunitat Valenciana;2019;12
Faltas;Comunitat Valenciana;2018;36
Faltas;Comunitat Valenciana;2017;57
Faltas;Comunitat Valenciana;2016;119
Faltas;Comunitat Valenciana;2015;653
Faltas;Extremadura;2022;0
Faltas;Extremadura;2021;1
Faltas;Extremadura;2020;1
Faltas;Extremadura;2019;2
Faltas;Extremadura;2018;1
Faltas;Extremadura;2017;6
Faltas;Extremadura;2016;25
Faltas;Extremadura;2015;135
Faltas;Galicia;2022;0
Faltas;Galicia;2021;0
Faltas;Galicia;2020;0
Faltas;Galicia;2019;5
Faltas;Galicia;2018;5
Faltas;Galicia;2017;17
Faltas;Galicia;2016;31
Faltas;Galicia;2015;93
Faltas;Madrid, Comunidad de;2022;0
Faltas;Madrid, Comunidad de;2021;0
Faltas;Madrid, Comunidad de;2020;1
Faltas;Madrid, Comunidad de;2019;11
Faltas;Madrid, Comunidad de;2018;26
Faltas;Madrid, Comunidad de;2017;41
Faltas;Madrid, Comunidad de;2016;114
Faltas;Madrid, Comunidad de;2015;347
Faltas;Murcia, Región de;2022;0
Faltas;Murcia, Región de;2021;0
Faltas;Murcia, Región de;2020;0
Faltas;Murcia, Región de;2019;0
Faltas;Murcia, Región de;2018;1
Faltas;Murcia, Región de;2017;5
Faltas;Murcia, Región de;2016;18
Faltas;Murcia, Región de;2015;181
Faltas;Navarra, Comunidad Foral de;2022;0
Faltas;Navarra, Comunidad Foral de;2021;0
Faltas;Navarra, Comunidad Foral de;2020;2
Faltas;Navarra, Comunidad Foral de;2019;13
Faltas;Navarra, Comunidad Foral de;2018;8
Faltas;Navarra, Comunidad Foral de;2017;6
Faltas;Navarra, Comunidad Foral de;2016;9
Faltas;Navarra, Comunidad Foral de;2015;18
Faltas;País Vasco;2022;0
Faltas;País Vasco;2021;0
Faltas;País Vasco;2020;0
Faltas;País Vasco;2019;0
Faltas;País Vasco;2018;0
Faltas;País Vasco;2017;35
Faltas;País Vasco;2016;86
Faltas;País Vasco;2015;272
Faltas;Rioja, La;2022;0
Faltas;Rioja, La;2021;0
Faltas;Rioja, La;2020;0
Faltas;Rioja, La;2019;0
Faltas;Rioja, La;2018;0
Faltas;Rioja, La;2017;5
Faltas;Rioja, La;2016;4
Faltas;Rioja, La;2015;21
Faltas;Ceuta;2022;0
Faltas;Ceuta;2021;0
Faltas;Ceuta;2020;0
Faltas;Ceuta;2019;0
Faltas;Ceuta;2018;0
Faltas;Ceuta;2017;0
Faltas;Ceuta;2016;1
Faltas;Ceuta;2015;4
Faltas;Melilla;2022;0
Faltas;Melilla;2021;0
Faltas;Melilla;2020;0
Faltas;Melilla;2019;0
Faltas;Melilla;2018;0
Faltas;Melilla;2017;2
Faltas;Melilla;2016;0
Faltas;Melilla;2015;5
Faltas contra las personas;Andalucía;2022;2
Faltas contra las personas;Andalucía;2021;2
Faltas contra las personas;Andalucía;2020;4
Faltas contra las personas;Andalucía;2019;33
Faltas contra las personas;Andalucía;2018;52
Faltas contra las personas;Andalucía;2017;96
Faltas contra las personas;Andalucía;2016;176
Faltas contra las personas;Andalucía;2015;842
Faltas contra las personas;Aragón;2022;0
Faltas contra las personas;Aragón;2021;0
Faltas contra las personas;Aragón;2020;0
Faltas contra las personas;Aragón;2019;1
Faltas contra las personas;Aragón;2018;0
Faltas contra las personas;Aragón;2017;9
Faltas contra las personas;Aragón;2016;20
Faltas contra las personas;Aragón;2015;96
Faltas contra las personas;Asturias, Principado de;2022;0
Faltas contra las personas;Asturias, Principado de;2021;0
Faltas contra las personas;Asturias, Principado de;2020;0
Faltas contra las personas;Asturias, Principado de;2019;0
Faltas contra las personas;Asturias, Principado de;2018;0
Faltas contra las personas;Asturias, Principado de;2017;4
Faltas contra las personas;Asturias, Principado de;2016;12
Faltas contra las personas;Asturias, Principado de;2015;59
Faltas contra las personas;Balears, Illes;2022;0
Faltas contra las personas;Balears, Illes;2021;0
Faltas contra las personas;Balears, Illes;2020;3
Faltas contra las personas;Balears, Illes;2019;2
Faltas contra las personas;Balears, Illes;2018;1
Faltas contra las personas;Balears, Illes;2017;0
Faltas contra las personas;Balears, Illes;2016;8
Faltas contra las personas;Balears, Illes;2015;67
Faltas contra las personas;Canarias;2022;0
Faltas contra las personas;Canarias;2021;1
Faltas contra las personas;Canarias;2020;0
Faltas contra las personas;Canarias;2019;6
Faltas contra las personas;Canarias;2018;6
Faltas contra las personas;Canarias;2017;9
Faltas contra las personas;Canarias;2016;22
Faltas contra las personas;Canarias;2015;269
Faltas contra las personas;Cantabria;2022;0
Faltas contra las personas;Cantabria;2021;0
Faltas contra las personas;Cantabria;2020;0
Faltas contra las personas;Cantabria;2019;0
Faltas contra las personas;Cantabria;2018;2
Faltas contra las personas;Cantabria;2017;6
Faltas contra las personas;Cantabria;2016;11
Faltas contra las personas;Cantabria;2015;44
Faltas contra las personas;Castilla y León;2022;0
Faltas contra las personas;Castilla y León;2021;0
Faltas contra las personas;Castilla y León;2020;0
Faltas contra las personas;Castilla y León;2019;5
Faltas contra las personas;Castilla y León;2018;1
Faltas contra las personas;Castilla y León;2017;13
Faltas contra las personas;Castilla y León;2016;50
Faltas contra las personas;Castilla y León;2015;172
Faltas contra las personas;Castilla - La Mancha;2022;0
Faltas contra las personas;Castilla - La Mancha;2021;1
Faltas contra las personas;Castilla - La Mancha;2020;3
Faltas contra las personas;Castilla - La Mancha;2019;2
Faltas contra las personas;Castilla - La Mancha;2018;13
Faltas contra las personas;Castilla - La Mancha;2017;12
Faltas contra las personas;Castilla - La Mancha;2016;26
Faltas contra las personas;Castilla - La Mancha;2015;113
Faltas contra las personas;Cataluña;2022;0
Faltas contra las personas;Cataluña;2021;0
Faltas contra las personas;Cataluña;2020;1
Faltas contra las personas;Cataluña;2019;3
Faltas contra las personas;Cataluña;2018;14
Faltas contra las personas;Cataluña;2017;29
Faltas contra las personas;Cataluña;2016;101
Faltas contra las personas;Cataluña;2015;438
Faltas contra las personas;Comunitat Valenciana;2022;0
Faltas contra las personas;Comunitat Valenciana;2021;0
Faltas contra las personas;Comunitat Valenciana;2020;1
Faltas contra las personas;Comunitat Valenciana;2019;9
Faltas contra las personas;Comunitat Valenciana;2018;30
Faltas contra las personas;Comunitat Valenciana;2017;46
Faltas contra las personas;Comunitat Valenciana;2016;97
Faltas contra las personas;Comunitat Valenciana;2015;595
Faltas contra las personas;Extremadura;2022;0
Faltas contra las personas;Extremadura;2021;1
Faltas contra las personas;Extremadura;2020;1
Faltas contra las personas;Extremadura;2019;2
Faltas contra las personas;Extremadura;2018;1
Faltas contra las personas;Extremadura;2017;5
Faltas contra las personas;Extremadura;2016;24
Faltas contra las personas;Extremadura;2015;132
Faltas contra las personas;Galicia;2022;0
Faltas contra las personas;Galicia;2021;0
Faltas contra las personas;Galicia;2020;0
