Provincias	Sexo	Periodo	Total
45 Toledo	Hombres	2019	349.090
45 Toledo	Hombres	2018	345.532
45 Toledo	Hombres	2017	345.528
45 Toledo	Hombres	2016	346.672
45 Toledo	Hombres	2015	349.553
45 Toledo	Hombres	2014	352.949
45 Toledo	Hombres	2013	357.149
45 Toledo	Hombres	2012	360.472
45 Toledo	Hombres	2011	358.536
45 Toledo	Hombres	2010	354.101
45 Toledo	Hombres	2009	350.578
45 Toledo	Hombres	2008	341.277
45 Toledo	Hombres	2007	323.992
45 Toledo	Mujeres	2021	352.985
45 Toledo	Mujeres	2020	350.224
45 Toledo	Mujeres	2019	345.754
45 Toledo	Mujeres	2018	341.859
45 Toledo	Mujeres	2017	341.313
45 Toledo	Mujeres	2016	342.000
45 Toledo	Mujeres	2015	343.818
45 Toledo	Mujeres	2014	346.187
45 Toledo	Mujeres	2013	349.258
45 Toledo	Mujeres	2012	350.756
45 Toledo	Mujeres	2011	348.706
45 Toledo	Mujeres	2010	343.858
45 Toledo	Mujeres	2009	339.057
45 Toledo	Mujeres	2008	328.926
45 Toledo	Mujeres	2007	315.629
46 Valencia/València	Hombres	2021	1.267.961
46 Valencia/València	Hombres	2020	1.269.466
46 Valencia/València	Hombres	2019	1.256.350
46 Valencia/València	Hombres	2018	1.248.927
46 Valencia/València	Hombres	2017	1.246.025
46 Valencia/València	Hombres	2016	1.249.773
46 Valencia/València	Hombres	2015	1.250.165
46 Valencia/València	Hombres	2014	1.253.758
46 Valencia/València	Hombres	2013	1.264.620
46 Valencia/València	Hombres	2012	1.274.240
46 Valencia/València	Hombres	2011	1.274.365
46 Valencia/València	Hombres	2010	1.277.726
46 Valencia/València	Hombres	2009	1.276.238
46 Valencia/València	Hombres	2008	1.261.081
46 Valencia/València	Hombres	2007	1.230.628
46 Valencia/València	Mujeres	2021	1.321.351
46 Valencia/València	Mujeres	2020	1.322.409
46 Valencia/València	Mujeres	2019	1.308.774
46 Valencia/València	Mujeres	2018	1.299.059
46 Valencia/València	Mujeres	2017	1.294.682
46 Valencia/València	Mujeres	2016	1.294.491
46 Valencia/València	Mujeres	2015	1.293.150
46 Valencia/València	Mujeres	2014	1.295.140
46 Valencia/València	Mujeres	2013	1.301.854
46 Valencia/València	Mujeres	2012	1.306.552
46 Valencia/València	Mujeres	2011	1.304.354
46 Valencia/València	Mujeres	2010	1.303.421
46 Valencia/València	Mujeres	2009	1.299.124
46 Valencia/València	Mujeres	2008	1.282.128
46 Valencia/València	Mujeres	2007	1.255.855
47 Valladolid	Hombres	2021	252.843
47 Valladolid	Hombres	2020	253.540
47 Valladolid	Hombres	2019	253.216
47 Valladolid	Hombres	2018	253.356
47 Valladolid	Hombres	2017	254.146
47 Valladolid	Hombres	2016	255.591
47 Valladolid	Hombres	2015	256.999
47 Valladolid	Hombres	2014	258.865
47 Valladolid	Hombres	2013	260.619
47 Valladolid	Hombres	2012	261.941
47 Valladolid	Hombres	2011	262.609
47 Valladolid	Hombres	2010	262.141
47 Valladolid	Hombres	2009	261.785
47 Valladolid	Hombres	2008	260.075
47 Valladolid	Hombres	2007	255.983
47 Valladolid	Mujeres	2021	266.518
47 Valladolid	Mujeres	2020	267.109
47 Valladolid	Mujeres	2019	266.330
47 Valladolid	Mujeres	2018	266.495
47 Valladolid	Mujeres	2017	266.984
47 Valladolid	Mujeres	2016	268.088
47 Valladolid	Mujeres	2015	269.289
47 Valladolid	Mujeres	2014	270.292
47 Valladolid	Mujeres	2013	271.665
47 Valladolid	Mujeres	2012	272.339
47 Valladolid	Mujeres	2011	272.265
47 Valladolid	Mujeres	2010	271.499
47 Valladolid	Mujeres	2009	270.790
47 Valladolid	Mujeres	2008	268.944
47 Valladolid	Mujeres	2007	265.678
49 Zamora	Hombres	2021	83.551
49 Zamora	Hombres	2020	84.369
49 Zamora	Hombres	2019	85.341
49 Zamora	Hombres	2018	86.319
49 Zamora	Hombres	2017	87.808
49 Zamora	Hombres	2016	89.321
49 Zamora	Hombres	2015	90.888
49 Zamora	Hombres	2014	91.871
49 Zamora	Hombres	2013	93.336
49 Zamora	Hombres	2012	95.100
49 Zamora	Hombres	2011	95.993
49 Zamora	Hombres	2010	96.427
49 Zamora	Hombres	2009	97.144
49 Zamora	Hombres	2008	98.103
49 Zamora	Hombres	2007	97.807
49 Zamora	Mujeres	2021	85.174
49 Zamora	Mujeres	2020	86.219
49 Zamora	Mujeres	2019	87.198
49 Zamora	Mujeres	2018	88.230
49 Zamora	Mujeres	2017	89.596
49 Zamora	Mujeres	2016	91.085
49 Zamora	Mujeres	2015	92.548
49 Zamora	Mujeres	2014	93.561
49 Zamora	Mujeres	2013	94.934
49 Zamora	Mujeres	2012	96.512
49 Zamora	Mujeres	2011	97.390
49 Zamora	Mujeres	2010	97.787
49 Zamora	Mujeres	2009	98.521
49 Zamora	Mujeres	2008	99.118
49 Zamora	Mujeres	2007	99.430
50 Zaragoza	Hombres	2021	473.354
50 Zaragoza	Hombres	2020	475.602
50 Zaragoza	Hombres	2019	471.539
50 Zaragoza	Hombres	2018	466.839
50 Zaragoza	Hombres	2017	466.357
50 Zaragoza	Hombres	2016	466.105
50 Zaragoza	Hombres	2015	469.456
50 Zaragoza	Hombres	2014	471.675
50 Zaragoza	Hombres	2013	482.677
50 Zaragoza	Hombres	2012	482.908
50 Zaragoza	Hombres	2011	481.054
50 Zaragoza	Hombres	2010	482.090
50 Zaragoza	Hombres	2009	481.456
50 Zaragoza	Hombres	2008	473.687
50 Zaragoza	Hombres	2007	460.756
50 Zaragoza	Mujeres	2021	494.098
50 Zaragoza	Mujeres	2020	496.926
50 Zaragoza	Mujeres	2019	493.154
50 Zaragoza	Mujeres	2018	487.972
50 Zaragoza	Mujeres	2017	487.129
50 Zaragoza	Mujeres	2016	484.402
50 Zaragoza	Mujeres	2015	486.550
50 Zaragoza	Mujeres	2014	488.436
50 Zaragoza	Mujeres	2013	495.961
50 Zaragoza	Mujeres	2012	495.222
50 Zaragoza	Mujeres	2011	492.271
50 Zaragoza	Mujeres	2010	491.162
50 Zaragoza	Mujeres	2009	488.857
50 Zaragoza	Mujeres	2008	481.636
50 Zaragoza	Mujeres	2007	471.746
51 Ceuta	Hombres	2021	42.208
51 Ceuta	Hombres	2020	42.542
51 Ceuta	Hombres	2019	42.912
51 Ceuta	Hombres	2018	43.177
51 Ceuta	Hombres	2017	43.034
51 Ceuta	Hombres	2016	42.846
51 Ceuta	Hombres	2015	42.757
51 Ceuta	Hombres	2014	43.354
51 Ceuta	Hombres	2013	43.060
51 Ceuta	Hombres	2012	42.948
51 Ceuta	Hombres	2011	42.165
51 Ceuta	Hombres	2010	41.269
51 Ceuta	Hombres	2009	40.118
51 Ceuta	Hombres	2008	39.385
51 Ceuta	Hombres	2007	38.913
51 Ceuta	Mujeres	2021	41.309
51 Ceuta	Mujeres	2020	41.660
51 Ceuta	Mujeres	2019	41.865
51 Ceuta	Mujeres	2018	41.967
51 Ceuta	Mujeres	2017	41.925
51 Ceuta	Mujeres	2016	41.673
51 Ceuta	Mujeres	2015	41.506
51 Ceuta	Mujeres	2014	41.609
51 Ceuta	Mujeres	2013	41.120
51 Ceuta	Mujeres	2012	41.070
51 Ceuta	Mujeres	2011	40.211
51 Ceuta	Mujeres	2010	39.310
51 Ceuta	Mujeres	2009	38.556
51 Ceuta	Mujeres	2008	38.004
51 Ceuta	Mujeres	2007	37.690
52 Melilla	Hombres	2021	43.603
52 Melilla	Hombres	2020	44.162
52 Melilla	Hombres	2019	43.894
52 Melilla	Hombres	2018	43.765
52 Melilla	Hombres	2017	43.629
52 Melilla	Hombres	2016	43.768
52 Melilla	Hombres	2015	43.593
52 Melilla	Hombres	2014	43.075
52 Melilla	Hombres	2013	43.017
52 Melilla	Hombres	2012	41.569
52 Melilla	Hombres	2011	40.256
52 Melilla	Hombres	2010	38.819
52 Melilla	Hombres	2009	37.244
52 Melilla	Hombres	2008	36.336
52 Melilla	Hombres	2007	35.208
52 Melilla	Mujeres	2021	42.658
52 Melilla	Mujeres	2020	42.914
52 Melilla	Mujeres	2019	42.593
52 Melilla	Mujeres	2018	42.619
52 Melilla	Mujeres	2017	42.491
52 Melilla	Mujeres	2016	42.258
52 Melilla	Mujeres	2015	41.991
52 Melilla	Mujeres	2014	41.434
52 Melilla	Mujeres	2013	40.662
52 Melilla	Mujeres	2012	39.233
52 Melilla	Mujeres	2011	38.220
52 Melilla	Mujeres	2010	37.215
52 Melilla	Mujeres	2009	36.216
52 Melilla	Mujeres	2008	35.112
52 Melilla	Mujeres	2007	34.232
